ts,x,y,z
1679515469212462,-9.66,1.22,1.82
1679515469313462,-9.65,1.22,1.81
1679515469413462,-9.63,1.25,1.8
1679515469513461,-9.66,1.22,1.82
1679515469614462,-9.63,1.24,1.83
1679515469715462,-9.64,1.21,1.82
1679515469817462,-9.65,1.24,1.81
1679515469918462,-9.64,1.26,1.81
1679515470019462,-9.66,1.23,1.8
1679515470119462,-9.66,1.21,1.82
1679515470220462,-9.65,1.24,1.8
1679515470321462,-9.63,1.25,1.81
1679515470422462,-9.66,1.22,1.78
1679515470522462,-9.65,1.19,1.79
1679515470623462,-9.63,1.23,1.83
1679515470723462,-9.64,1.23,1.77
1679515470824462,-9.64,1.21,1.82
1679515470926462,-9.64,1.23,1.81
1679515471027462,-9.65,1.24,1.82
1679515471127462,-9.64,1.24,1.83
1679515471227462,-9.65,1.22,1.81
1679515471328462,-9.63,1.22,1.79
1679515471429462,-9.64,1.24,1.81
1679515471530462,-9.65,1.22,1.86
1679515471631462,-9.64,1.23,1.85
1679515471731462,-9.63,1.24,1.81
1679515471831462,-9.64,1.24,1.81
1679515471932462,-9.62,1.22,1.82
1679515472033462,-9.65,1.23,1.83
1679515472134462,-9.65,1.24,1.81
1679515472235462,-9.64,1.25,1.83
1679515472335462,-9.65,1.21,1.81
1679515472436462,-9.63,1.21,1.84
1679515472536462,-9.64,1.21,1.82
1679515472637462,-9.64,1.23,1.83
1679515472738462,-9.63,1.24,1.82
1679515472838462,-9.64,1.2,1.87
1679515472939462,-9.62,1.29,1.79
1679515473040462,-9.63,1.29,1.85
1679515473141462,-9.62,1.26,1.83
1679515473242462,-9.63,1.22,1.81
1679515473343462,-9.74,1.23,1.71
1679515473443462,-9.64,1.28,1.78
1679515473543462,-9.61,1.23,1.84
1679515473644462,-9.65,1.22,1.83
1679515473746462,-9.65,1.24,1.83
1679515473846462,-9.63,1.25,1.83
1679515473947462,-9.66,1.21,1.79
1679515474048462,-9.64,1.23,1.81
1679515474149462,-9.65,1.23,1.81
1679515474250462,-9.63,1.23,1.81
1679515474351462,-9.62,1.22,1.83
1679515474451462,-9.65,1.23,1.81
1679515474551462,-9.66,1.21,1.84
