Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,3.3903427124023438,22.5733642578125
0.099999999999999992,3.4286651611328125,
0.19999999999999998,3.6841659545898438,
0.29999999999999999,4.09552001953125,
0.39999999999999997,4.4072341918945312,
0.5,4.6550674438476562,
0.59999999999999998,4.9872207641601562,
0.69999999999999996,5.3704681396484375,
0.79999999999999993,5.7128372192382812,
0.89999999999999991,5.9964447021484375,
1,6.00921630859375,
1.0999999999999999,5.6566238403320312,
1.2,5.2146148681640625,
1.3,4.8952407836914062,
1.3999999999999999,4.6882858276367188,
1.5,4.5043258666992188,
1.5999999999999999,4.2360458374023438,
1.7,4.0290908813476562,
1.7999999999999998,3.8553543090820312,
1.8999999999999999,3.7071609497070312,
2,3.5768585205078125,
2.1000000000000001,3.4848785400390625,
2.1999999999999997,3.461883544921875,
2.2999999999999998,3.4133377075195312,
2.3999999999999999,3.352020263671875,
2.5,3.3647918701171875,
2.6000000000000001,3.4005661010742188,
2.6999999999999997,3.4107818603515625,
2.7999999999999998,3.4031143188476562,
2.8999999999999999,3.39801025390625,
3,3.5053176879882812,
3.0999999999999996,3.7531509399414062,
3.1999999999999997,4.123626708984375,
3.2999999999999998,4.5963058471679688,
3.3999999999999999,4.9999923706054688,
3.5,5.2810440063476562,
3.5999999999999996,5.5263214111328125,
3.6999999999999997,5.7741546630859375,
3.7999999999999998,5.9530105590820312,
3.8999999999999999,5.7997055053710938,
4,5.3781356811523438,
4.0999999999999996,5.0306549072265625,
4.2000000000000002,4.7266082763671875,
4.2999999999999998,4.4148941040039062,
4.3999999999999995,4.1134109497070312,
4.5,3.8553543090820312,
4.5999999999999996,3.6867218017578125,
4.7000000000000002,3.5487518310546875,
4.7999999999999998,3.444000244140625,
4.8999999999999995,3.4210052490234375,
5,3.4031143188476562,
5.0999999999999996,3.3724594116210938,
5.2000000000000002,3.3545761108398438,
5.2999999999999998,3.3545761108398438,
5.3999999999999995,3.3545761108398438,
5.5,3.3162460327148438,
5.5999999999999996,3.2881393432617188,
5.7000000000000002,3.3469085693359375,
5.7999999999999998,3.5283126831054688,
5.8999999999999995,3.8221359252929688,
6,4.2002792358398438,
6.0999999999999996,4.6193008422851562,
6.1999999999999993,5.0383148193359375,
6.2999999999999998,5.411346435546875,
6.3999999999999995,5.7460556030273438,
6.5,6.0347671508789062,
6.5999999999999996,6.2136154174804688,
6.6999999999999993,6.15740966796875,
6.7999999999999998,5.7869338989257812,
6.8999999999999995,5.3142547607421875,
7,4.9258956909179688,
7.0999999999999996,4.583526611328125,
7.1999999999999993,4.271820068359375,
7.2999999999999998,4.0342025756835938,
7.3999999999999995,3.865570068359375,
7.5,3.7301559448242188,
7.5999999999999996,3.6228485107421875,
7.6999999999999993,3.5410842895507812,
7.7999999999999998,3.4823226928710938,
7.8999999999999995,3.4261093139648438,
8,3.3469085693359375,
8.0999999999999996,3.313690185546875,
8.1999999999999993,3.341796875,
8.2999999999999989,3.3647918701171875,
8.4000000000000004,3.3673477172851562,
8.5,3.3494644165039062,
