ts,red,ir,green
1679064194941881,104292.0,133573.0,6919.0
1679064194951881,104149.0,133687.0,6896.0
1679064194961881,104039.0,133799.0,6884.0
1679064194971881,103955.0,133902.0,6844.0
1679064194981881,103903.0,133957.0,6834.0
1679064194991881,103847.0,134012.0,6828.0
1679064195002881,103862.0,134038.0,6823.0
1679064195011881,103903.0,134004.0,6805.0
1679064195021881,103880.0,133980.0,6833.0
1679064195031881,103878.0,133968.0,6833.0
1679064195042881,103915.0,133936.0,6851.0
1679064195051881,103954.0,133892.0,6857.0
1679064195061881,104018.0,133830.0,6865.0
1679064195071881,104063.0,133758.0,6877.0
1679064195082881,104085.0,133764.0,6901.0
1679064195091881,104148.0,133711.0,6920.0
1679064195101881,104175.0,133678.0,6928.0
1679064195111881,104197.0,133632.0,6953.0
1679064195121881,104264.0,133597.0,6975.0
1679064195131881,104335.0,133572.0,6974.0
1679064195141881,104398.0,133547.0,6980.0
1679064195151881,104417.0,133521.0,6997.0
1679064195161881,104465.0,133498.0,7033.0
1679064195171881,104517.0,133526.0,7029.0
1679064195181881,104557.0,133517.0,7038.0
1679064195191881,104572.0,133538.0,7039.0
1679064195201881,104583.0,133517.0,7036.0
1679064195211881,104577.0,133518.0,7049.0
1679064195221881,104545.0,133535.0,7045.0
1679064195231881,104564.0,133547.0,7026.0
1679064195241881,104548.0,133493.0,7032.0
1679064195251881,104533.0,133565.0,7021.0
1679064195261881,104522.0,133602.0,6977.0
1679064195271881,104501.0,133601.0,6981.0
1679064195282881,104476.0,133638.0,6988.0
1679064195291881,104458.0,133624.0,7002.0
1679064195301881,104445.0,133651.0,7000.0
1679064195311881,104487.0,133670.0,7013.0
1679064195321881,104448.0,133652.0,7007.0
1679064195331881,104449.0,133626.0,7006.0
1679064195341881,104458.0,133636.0,7016.0
1679064195351881,104467.0,133624.0,7005.0
1679064195361881,104470.0,133637.0,7002.0
1679064195371881,104491.0,133604.0,7014.0
1679064195381881,104499.0,133630.0,7008.0
1679064195391881,104516.0,133569.0,7018.0
1679064195401881,104542.0,133606.0,7027.0
1679064195411881,104566.0,133634.0,7015.0
1679064195421881,104570.0,133571.0,7034.0
1679064195431881,104582.0,133565.0,7037.0
1679064195441881,104598.0,133573.0,7046.0
1679064195451881,104605.0,133566.0,7032.0
1679064195461881,104612.0,133610.0,7049.0
1679064195471881,104589.0,133619.0,7056.0
1679064195481881,104607.0,133603.0,7056.0
1679064195492881,104632.0,133603.0,7061.0
1679064195502881,104666.0,133569.0,7051.0
1679064195511881,104671.0,133553.0,7053.0
1679064195521881,104674.0,133599.0,7059.0
1679064195531881,104678.0,133544.0,7058.0
1679064195541881,104675.0,133556.0,7046.0
1679064195551881,104685.0,133536.0,7058.0
1679064195561881,104686.0,133533.0,7063.0
1679064195571881,104686.0,133540.0,7068.0
1679064195581881,104718.0,133542.0,7058.0
1679064195590881,104722.0,133558.0,7075.0
1679064195603881,104741.0,133571.0,7053.0
1679064195611881,104735.0,133539.0,7052.0
1679064195621881,104751.0,133558.0,7080.0
1679064195630881,104755.0,133568.0,7045.0
1679064195641881,104757.0,133558.0,7031.0
1679064195651881,104722.0,133566.0,7088.0
1679064195662881,104764.0,133559.0,7087.0
1679064195670880,104748.0,133568.0,7073.0
1679064195681880,104826.0,133508.0,7101.0
1679064195691880,104836.0,133530.0,7107.0
1679064195703880,104854.0,133531.0,7114.0
1679064195711880,104867.0,133545.0,7107.0
1679064195721880,104875.0,133540.0,7106.0
1679064195731880,104884.0,133559.0,7121.0
1679064195742880,104886.0,133576.0,7113.0
1679064195751880,104906.0,133557.0,7120.0
1679064195761881,104911.0,133575.0,7117.0
1679064195771881,104923.0,133581.0,7119.0
1679064195781881,104928.0,133592.0,7082.0
1679064195791881,104891.0,133620.0,7093.0
1679064195800881,104785.0,133625.0,7090.0
1679064195811881,104693.0,133667.0,7065.0
1679064195821881,104631.0,133736.0,7021.0
1679064195832881,104503.0,133819.0,6995.0
1679064195841881,104381.0,133893.0,6964.0
1679064195850881,104281.0,133925.0,6943.0
1679064195861881,104207.0,134067.0,6893.0
1679064195871881,104138.0,134123.0,6874.0
1679064195881881,104103.0,134171.0,6859.0
1679064195890881,104101.0,134208.0,6861.0
1679064195901881,104096.0,134200.0,6869.0
1679064195911881,104100.0,134161.0,6874.0
1679064195921881,104091.0,134111.0,6883.0
1679064195930881,104122.0,134079.0,6894.0
1679064195941881,104179.0,134027.0,6916.0
1679064195951881,104231.0,133990.0,6937.0
1679064195961881,104291.0,133890.0,6939.0
1679064195971881,104344.0,133850.0,6960.0
1679064195980881,104393.0,133865.0,6970.0
1679064195991881,104443.0,133826.0,6964.0
1679064196001881,104489.0,133813.0,7002.0
1679064196011881,104545.0,133789.0,7021.0
1679064196020881,104575.0,133755.0,7033.0
1679064196031881,104666.0,133732.0,7069.0
