ts,red,ir,green
1679064549663880,122634.0,136785.0,11545.0
1679064549672880,122631.0,136799.0,11539.0
1679064549682880,122616.0,136776.0,11542.0
1679064549693881,122644.0,136774.0,11565.0
1679064549703881,122624.0,136763.0,11570.0
1679064549712881,122618.0,136778.0,11546.0
1679064549722881,122627.0,136778.0,11541.0
1679064549733881,122644.0,136772.0,11524.0
1679064549743881,122629.0,136763.0,11543.0
1679064549753881,122610.0,136757.0,11555.0
1679064549762881,122607.0,136769.0,11558.0
1679064549773881,122631.0,136745.0,11537.0
1679064549783881,122611.0,136734.0,11544.0
1679064549793881,122628.0,136744.0,11574.0
1679064549802881,122619.0,136727.0,11571.0
1679064549813881,122557.0,136756.0,11572.0
1679064549823881,122620.0,136732.0,11582.0
1679064549833881,122626.0,136740.0,11576.0
1679064549842881,122634.0,136720.0,11581.0
1679064549853881,122622.0,136732.0,11576.0
1679064549863880,122621.0,136712.0,11574.0
1679064549873881,122628.0,136727.0,11573.0
1679064549882881,122622.0,136726.0,11561.0
1679064549892881,122629.0,136725.0,11575.0
1679064549903881,122650.0,136735.0,11544.0
1679064549913881,122585.0,136727.0,11573.0
1679064549923881,122599.0,136744.0,11551.0
1679064549932881,122603.0,136654.0,11572.0
1679064549943881,122627.0,136680.0,11575.0
1679064549953881,122610.0,136657.0,11569.0
1679064549963881,122608.0,136668.0,11564.0
1679064549972881,122616.0,136658.0,11573.0
1679064549983881,122609.0,136658.0,11584.0
1679064549993881,122568.0,136638.0,11571.0
1679064550003881,122601.0,136664.0,11574.0
1679064550012881,122603.0,136647.0,11572.0
1679064550023881,122592.0,136624.0,11585.0
1679064550033881,122602.0,136624.0,11578.0
1679064550043881,122596.0,136643.0,11559.0
1679064550052881,122609.0,136617.0,11573.0
1679064550063881,122599.0,136628.0,11576.0
1679064550073881,122602.0,136656.0,11581.0
1679064550083881,122582.0,136671.0,11582.0
1679064550092881,122574.0,136638.0,11566.0
1679064550102881,122589.0,136627.0,11566.0
1679064550113881,122508.0,136608.0,11580.0
1679064550123881,122588.0,136585.0,11583.0
1679064550133881,122575.0,136592.0,11583.0
1679064550142881,122587.0,136616.0,11583.0
1679064550153881,122576.0,136625.0,11581.0
1679064550163881,122582.0,136589.0,11583.0
1679064550173881,122577.0,136613.0,11584.0
1679064550182881,122572.0,136611.0,11575.0
1679064550193881,122583.0,136620.0,11577.0
1679064550203881,122604.0,136642.0,11574.0
1679064550212881,122601.0,136723.0,11576.0
1679064550222881,122634.0,136764.0,11577.0
1679064550233881,122658.0,136858.0,11583.0
1679064550243881,122671.0,136936.0,11566.0
1679064550253881,122644.0,136994.0,11553.0
1679064550263881,122583.0,137065.0,11577.0
1679064550272881,122613.0,137068.0,11573.0
1679064550283881,122605.0,137083.0,11560.0
1679064550293881,122623.0,137088.0,11561.0
1679064550302881,122541.0,137063.0,11568.0
1679064550312881,122519.0,137021.0,11560.0
1679064550323881,122520.0,137016.0,11557.0
1679064550333881,122549.0,136994.0,11551.0
1679064550342881,122537.0,136981.0,11550.0
1679064550352881,122549.0,136921.0,11553.0
1679064550363881,122564.0,136923.0,11571.0
1679064550373881,122550.0,136898.0,11564.0
1679064550383881,122559.0,136859.0,11582.0
1679064550392881,122549.0,136835.0,11554.0
1679064550403881,122524.0,136847.0,11580.0
1679064550413881,122510.0,136845.0,11557.0
1679064550422881,122539.0,136811.0,11563.0
1679064550432881,122551.0,136721.0,11565.0
1679064550442881,122544.0,136770.0,11541.0
1679064550453881,122537.0,136721.0,11524.0
1679064550462881,122529.0,136701.0,11551.0
1679064550473881,122537.0,136678.0,11569.0
1679064550484881,122516.0,136665.0,11569.0
1679064550493881,122508.0,136673.0,11597.0
1679064550503881,122478.0,136649.0,11566.0
1679064550512881,122512.0,136661.0,11571.0
1679064550522881,122520.0,136666.0,11574.0
1679064550533881,122521.0,136673.0,11571.0
1679064550543881,122546.0,136674.0,11581.0
1679064550553881,122525.0,136682.0,11580.0
1679064550562881,122512.0,136653.0,11571.0
1679064550573881,122536.0,136680.0,11578.0
1679064550585881,122524.0,136675.0,11569.0
1679064550592881,122527.0,136680.0,11596.0
1679064550602881,122546.0,136705.0,11576.0
1679064550612881,122518.0,136699.0,11576.0
1679064550623881,122545.0,136696.0,11532.0
1679064550632881,122534.0,136708.0,11548.0
1679064550642881,122534.0,136692.0,11535.0
1679064550652881,122534.0,136699.0,11563.0
1679064550663881,122505.0,136728.0,11578.0
1679064550672881,122503.0,136703.0,11576.0
1679064550683881,122540.0,136672.0,11569.0
1679064550692881,122523.0,136662.0,11564.0
1679064550703881,122504.0,136672.0,11570.0
1679064550712881,122525.0,136599.0,11569.0
1679064550722881,122520.0,136607.0,11560.0
1679064550732881,122513.0,136595.0,11568.0
1679064550743881,122499.0,136580.0,11573.0
1679064550753881,122506.0,136585.0,11563.0
1679064550762881,122504.0,136616.0,11565.0
1679064550772881,122517.0,136573.0,11562.0
1679064550782881,122516.0,136585.0,11568.0
1679064550793881,122521.0,136609.0,11570.0
1679064550802881,122526.0,136586.0,11579.0
1679064550812881,122519.0,136638.0,11573.0
1679064550822881,122508.0,136625.0,11571.0
