ts,x,y,z
1680104290673609,-9.79,0.18,-1.02
1680104290679609,-9.79,0.2,-0.98
1680104290685609,-9.79,0.2,-0.98
1680104290691609,-9.77,0.21,-1.01
1680104290697610,-9.77,0.21,-1.01
1680104290704609,-9.76,0.2,-0.99
1680104290709608,-9.76,0.18,-0.94
1680104290714608,-9.76,0.18,-0.94
1680104290720608,-9.78,0.21,-0.97
1680104290726608,-9.78,0.21,-0.97
1680104290731608,-9.76,0.18,-0.94
1680104290736608,-9.78,0.19,-0.95
1680104290742608,-9.78,0.19,-0.95
1680104290748608,-9.8,0.21,-0.94
1680104290754608,-9.8,0.21,-0.94
1680104290760608,-9.78,0.23,-0.92
1680104290766608,-9.75,0.2,-0.96
1680104290771608,-9.75,0.2,-0.96
1680104290776609,-9.77,0.21,-0.91
1680104290782609,-9.77,0.21,-0.91
1680104290788609,-9.76,0.23,-0.93
1680104290794609,-9.71,0.23,-0.94
1680104290799609,-9.71,0.23,-0.94
1680104290804609,-9.76,0.27,-0.92
1680104290810609,-9.76,0.27,-0.92
1680104290816609,-9.76,0.24,-0.93
1680104290821609,-9.76,0.23,-0.91
1680104290826609,-9.76,0.23,-0.91
1680104290832609,-9.75,0.23,-0.94
1680104290837609,-9.75,0.23,-0.94
1680104290844609,-9.74,0.23,-0.97
1680104290850609,-9.8,0.24,-0.97
1680104290856609,-9.8,0.24,-0.97
1680104290862609,-9.78,0.22,-0.97
1680104290868610,-9.78,0.22,-0.97
1680104290874610,-9.76,0.18,-0.92
1680104290879610,-9.76,0.2,-0.98
1680104290885610,-9.76,0.2,-0.98
1680104290890610,-9.8,0.21,-1.04
1680104290896608,-9.8,0.21,-1.04
1680104290902608,-9.77,0.15,-1.0
1680104290908608,-9.76,0.15,-1.0
1680104290914608,-9.76,0.15,-1.0
1680104290920608,-9.79,0.14,-1.04
1680104290926608,-9.78,0.15,-1.0
1680104290932608,-9.78,0.15,-1.0
1680104290938608,-9.75,0.19,-0.96
1680104290943608,-9.75,0.19,-0.96
1680104290949608,-9.79,0.2,-0.99
1680104290955608,-9.77,0.2,-0.97
1680104290960608,-9.77,0.2,-0.97
1680104290965608,-9.76,0.22,-0.99
1680104290971609,-9.76,0.22,-0.99
1680104290977609,-9.76,0.23,-0.94
1680104290984609,-9.78,0.24,-0.95
1680104290990609,-9.78,0.24,-0.95
1680104290996609,-9.76,0.24,-0.97
1680104291002609,-9.76,0.22,-0.99
1680104291007609,-9.76,0.22,-0.99
1680104291013609,-9.74,0.23,-0.93
1680104291019609,-9.74,0.23,-0.93
1680104291025609,-9.79,0.22,-0.96
1680104291030609,-9.76,0.21,-0.93
1680104291035609,-9.76,0.21,-0.93
1680104291041609,-9.76,0.21,-0.91
1680104291046609,-9.76,0.21,-0.91
1680104291051609,-9.78,0.19,-0.94
1680104291057609,-9.78,0.19,-0.94
1680104291063609,-9.75,0.2,-0.93
1680104291069610,-9.74,0.2,-0.93
1680104291074610,-9.74,0.2,-0.93
1680104291080610,-9.74,0.23,-0.92
1680104291086608,-9.74,0.23,-0.92
1680104291093608,-9.75,0.21,-0.95
1680104291098608,-9.73,0.19,-1.0
1680104291104608,-9.73,0.19,-1.0
1680104291110608,-9.75,0.22,-0.97
1680104291116608,-9.75,0.22,-0.98
1680104291121608,-9.75,0.22,-0.98
1680104291127608,-9.77,0.2,-0.97
1680104291133608,-9.77,0.22,-0.91
1680104291139608,-9.8,0.22,-0.91
1680104291145608,-9.78,0.21,-0.97
1680104291150608,-9.78,0.21,-0.97
1680104291155608,-9.73,0.2,-0.95
1680104291161608,-9.73,0.2,-0.95
1680104291167608,-9.78,0.2,-0.98
1680104291173608,-9.79,0.19,-0.98
1680104291179608,-9.79,0.19,-0.98
1680104291185608,-9.82,0.18,-1.0
1680104291191609,-9.79,0.2,-1.0
1680104291195608,-9.79,0.2,-1.0
1680104291201609,-9.77,0.21,-0.97
1680104291207609,-9.77,0.21,-0.97
1680104291213609,-9.77,0.2,-0.94
1680104291218609,-9.77,0.18,-0.97
1680104291224609,-9.77,0.18,-0.97
1680104291230609,-9.79,0.19,-0.99
1680104291236609,-9.79,0.19,-0.99
1680104291243609,-9.76,0.2,-0.95
1680104291249609,-9.76,0.21,-0.98
1680104291254609,-9.76,0.21,-0.98
1680104291259609,-9.77,0.2,-1.0
1680104291264609,-9.77,0.2,-1.0
1680104291270609,-9.78,0.23,-0.95
1680104291276608,-9.76,0.24,-0.96
1680104291281608,-9.76,0.24,-0.96
1680104291286608,-9.76,0.24,-0.98
1680104291292608,-9.76,0.24,-0.98
1680104291297608,-9.79,0.21,-0.94
1680104291304608,-9.79,0.22,-0.98
1680104291309608,-9.78,0.22,-0.98
1680104291315608,-9.78,0.22,-0.96
1680104291321608,-9.78,0.22,-0.96
1680104291327608,-9.75,0.21,-0.97
1680104291333608,-9.77,0.2,-0.98
1680104291338608,-9.77,0.2,-0.98
1680104291344608,-9.78,0.24,-0.97
1680104291350608,-9.78,0.24,-0.97
1680104291355609,-9.76,0.21,-0.97
1680104291361609,-9.76,0.2,-0.99
1680104291367609,-9.76,0.2,-0.99
1680104291374609,-9.76,0.19,-0.95
1680104291379609,-9.76,0.19,-0.95
1680104291384609,-9.74,0.19,-1.0
1680104291390609,-9.8,0.2,-0.97
1680104291396609,-9.8,0.2,-0.97
1680104291401609,-9.76,0.18,-0.98
1680104291407609,-9.76,0.18,-0.98
1680104291414609,-9.77,0.18,-0.98
1680104291419609,-9.75,0.19,-0.98
1680104291424609,-9.75,0.19,-0.98
1680104291430609,-9.78,0.2,-0.95
1680104291436609,-9.78,0.2,-0.95
1680104291441609,-9.77,0.23,-0.97
1680104291446610,-9.75,0.22,-0.97
1680104291452610,-9.75,0.22,-0.97
1680104291458610,-9.75,0.23,-0.97
1680104291463608,-9.75,0.23,-0.97
1680104291469608,-9.78,0.22,-0.94
1680104291475608,-9.76,0.24,-0.92
1680104291481608,-9.76,0.24,-0.92
1680104291487608,-9.75,0.19,-0.97
1680104291493608,-9.75,0.23,-0.97
1680104291499608,-9.75,0.23,-0.97
1680104291504608,-9.75,0.25,-0.94
1680104291510608,-9.75,0.25,-0.94
1680104291516608,-9.77,0.22,-0.97
1680104291523608,-9.77,0.21,-0.96
1680104291529608,-9.77,0.21,-0.96
1680104291535608,-9.76,0.22,-0.94
1680104291540608,-9.76,0.22,-0.94
1680104291546608,-9.78,0.21,-0.93
1680104291553608,-9.76,0.18,-0.98
1680104291559608,-9.76,0.18,-0.98
1680104291565608,-9.78,0.2,-0.97
1680104291571608,-9.76,0.21,-0.92
1680104291577608,-9.76,0.21,-0.92
1680104291584608,-9.78,0.21,-0.98
1680104291589609,-9.76,0.21,-0.94
1680104291595609,-9.76,0.21,-0.94
1680104291601609,-9.76,0.21,-0.99
1680104291607609,-9.76,0.24,-0.98
1680104291613609,-9.76,0.24,-0.98
1680104291619609,-9.75,0.2,-0.89
1680104291625609,-9.75,0.2,-0.89
1680104291629609,-9.78,0.22,-0.97
1680104291634609,-9.78,0.22,-0.97
1680104291640609,-9.76,0.2,-0.97
1680104291646609,-9.77,0.21,-0.95
1680104291651609,-9.77,0.21,-0.95
1680104291656608,-9.8,0.19,-1.0
1680104291663608,-9.8,0.19,-1.0
1680104291669608,-9.78,0.21,-0.94
1680104291675608,-9.76,0.23,-0.96
1680104291681608,-9.76,0.23,-0.96
1680104291687608,-9.76,0.21,-0.96
1680104291693608,-9.78,0.22,-0.98
1680104291699608,-9.78,0.22,-0.98
1680104291704608,-9.77,0.19,-0.98
1680104291710608,-9.77,0.19,-0.98
