ts,x,y,z
1680103798868607,-9.81,-0.49,-0.62
1680103798878607,-9.78,-0.51,-0.65
1680103798890607,-9.79,-0.5,-0.61
1680103798901607,-9.79,-0.52,-0.64
1680103798912607,-9.79,-0.51,-0.65
1680103798921607,-9.78,-0.51,-0.62
1680103798932607,-9.78,-0.5,-0.67
1680103798942607,-9.8,-0.49,-0.66
1680103798953607,-9.81,-0.5,-0.66
1680103798963607,-9.79,-0.5,-0.67
1680103798973607,-9.79,-0.49,-0.63
1680103798984607,-9.8,-0.46,-0.69
1680103798994607,-9.82,-0.49,-0.67
1680103799004607,-9.81,-0.48,-0.67
1680103799015607,-9.8,-0.51,-0.66
1680103799026607,-9.79,-0.49,-0.68
1680103799037607,-9.81,-0.48,-0.69
1680103799046607,-9.8,-0.5,-0.71
1680103799057608,-9.79,-0.5,-0.67
1680103799068607,-9.82,-0.47,-0.65
1680103799080608,-9.81,-0.5,-0.66
1680103799090608,-9.79,-0.52,-0.66
1680103799100607,-9.81,-0.53,-0.71
1680103799111607,-9.79,-0.52,-0.66
1680103799122607,-9.78,-0.51,-0.69
1680103799132607,-9.79,-0.5,-0.66
1680103799143607,-9.78,-0.51,-0.64
1680103799154607,-9.78,-0.52,-0.61
1680103799165607,-9.81,-0.49,-0.65
1680103799175607,-9.8,-0.5,-0.66
1680103799186607,-9.79,-0.51,-0.67
1680103799197607,-9.78,-0.51,-0.62
1680103799207607,-9.78,-0.49,-0.66
1680103799219607,-9.77,-0.47,-0.65
1680103799230607,-9.79,-0.48,-0.66
1680103799240607,-9.8,-0.51,-0.69
1680103799251607,-9.77,-0.51,-0.62
1680103799262607,-9.81,-0.49,-0.67
1680103799272607,-9.79,-0.48,-0.67
1680103799283607,-9.79,-0.49,-0.67
1680103799293607,-9.78,-0.5,-0.68
1680103799304607,-9.8,-0.49,-0.68
1680103799315606,-9.8,-0.5,-0.72
1680103799326606,-9.81,-0.49,-0.71
1680103799337606,-9.8,-0.48,-0.68
1680103799347606,-9.8,-0.5,-0.7
1680103799358606,-9.78,-0.47,-0.67
1680103799370606,-9.82,-0.5,-0.67
1680103799379606,-9.79,-0.51,-0.65
1680103799390606,-9.81,-0.53,-0.7
1680103799401606,-9.82,-0.49,-0.66
1680103799412608,-9.79,-0.5,-0.69
1680103799421608,-9.78,-0.49,-0.65
1680103799432608,-9.79,-0.49,-0.65
1680103799442608,-9.79,-0.49,-0.65
1680103799453607,-9.79,-0.5,-0.64
1680103799463607,-9.8,-0.49,-0.63
1680103799473607,-9.8,-0.49,-0.63
1680103799484607,-9.77,-0.5,-0.63
1680103799494607,-9.77,-0.5,-0.68
1680103799504607,-9.78,-0.5,-0.64
1680103799515607,-9.76,-0.52,-0.64
1680103799525607,-9.8,-0.5,-0.66
1680103799536607,-9.79,-0.49,-0.67
1680103799546607,-9.79,-0.49,-0.68
1680103799557607,-9.8,-0.5,-0.67
1680103799568607,-9.81,-0.46,-0.65
1680103799580607,-9.81,-0.5,-0.69
1680103799591607,-9.8,-0.5,-0.68
1680103799602607,-9.81,-0.5,-0.68
1680103799613607,-9.79,-0.48,-0.68
1680103799624607,-9.82,-0.49,-0.69
1680103799635607,-9.79,-0.51,-0.69
1680103799646607,-9.8,-0.53,-0.71
1680103799657606,-9.81,-0.5,-0.66
1680103799667606,-9.8,-0.51,-0.65
1680103799679607,-9.8,-0.5,-0.69
1680103799690606,-9.79,-0.5,-0.66
1680103799700606,-9.8,-0.49,-0.68
1680103799711606,-9.79,-0.5,-0.64
1680103799721606,-9.79,-0.49,-0.68
1680103799732606,-9.78,-0.51,-0.64
1680103799743606,-9.79,-0.47,-0.64
1680103799753606,-9.82,-0.48,-0.68
1680103799764608,-9.81,-0.48,-0.64
1680103799775607,-9.8,-0.5,-0.7
1680103799786607,-9.76,-0.49,-0.67
1680103799796607,-9.79,-0.5,-0.68
1680103799807607,-9.77,-0.49,-0.65
1680103799817607,-9.79,-0.51,-0.69
1680103799828607,-9.78,-0.5,-0.68
1680103799839607,-9.79,-0.5,-0.64
1680103799850607,-9.78,-0.5,-0.67
1680103799861607,-9.8,-0.48,-0.65
1680103799872607,-9.77,-0.5,-0.65
1680103799882607,-9.8,-0.49,-0.65
1680103799893607,-9.81,-0.5,-0.68
1680103799903607,-9.81,-0.5,-0.66
1680103799914607,-9.79,-0.5,-0.64
1680103799925607,-9.8,-0.52,-0.63
1680103799935607,-9.79,-0.49,-0.68
1680103799946606,-9.81,-0.52,-0.65
1680103799956606,-9.78,-0.51,-0.65
1680103799966606,-9.77,-0.49,-0.61
1680103799977606,-9.79,-0.51,-0.67
1680103799987606,-9.78,-0.52,-0.65
1680103799998606,-9.79,-0.51,-0.64
1680103800009606,-9.79,-0.52,-0.65
1680103800019606,-9.79,-0.51,-0.67
1680103800030606,-9.8,-0.5,-0.68
1680103800041606,-9.8,-0.49,-0.66
1680103800052606,-9.79,-0.47,-0.69
1680103800063606,-9.81,-0.49,-0.67
1680103800073606,-9.8,-0.52,-0.65
1680103800084606,-9.79,-0.49,-0.61
1680103800094606,-9.8,-0.47,-0.66
1680103800105606,-9.79,-0.51,-0.69
1680103800116608,-9.77,-0.5,-0.65
1680103800127607,-9.77,-0.5,-0.69
1680103800139608,-9.79,-0.5,-0.66
1680103800150607,-9.76,-0.48,-0.66
1680103800161607,-9.81,-0.49,-0.67
1680103800171607,-9.81,-0.52,-0.66
1680103800182607,-9.78,-0.53,-0.7
1680103800193607,-9.81,-0.53,-0.72
1680103800203607,-9.8,-0.54,-0.64
1680103800213607,-9.8,-0.53,-0.7
1680103800224607,-9.77,-0.53,-0.69
1680103800235607,-9.79,-0.52,-0.66
1680103800246607,-9.8,-0.52,-0.66
1680103800256607,-9.77,-0.51,-0.64
1680103800267607,-9.78,-0.5,-0.65
1680103800277607,-9.78,-0.5,-0.67
1680103800288607,-9.79,-0.5,-0.64
1680103800299607,-9.75,-0.48,-0.66
1680103800310607,-9.8,-0.49,-0.65
1680103800320607,-9.81,-0.48,-0.67
1680103800331606,-9.79,-0.49,-0.68
1680103800342606,-9.81,-0.5,-0.65
1680103800353606,-9.79,-0.51,-0.67
1680103800364606,-9.8,-0.48,-0.64
1680103800374606,-9.78,-0.5,-0.69
1680103800385606,-9.81,-0.5,-0.67
1680103800395606,-9.81,-0.5,-0.69
1680103800406606,-9.77,-0.51,-0.67
1680103800417606,-9.78,-0.5,-0.71
1680103800429606,-9.8,-0.51,-0.66
1680103800440606,-9.81,-0.51,-0.72
1680103800451606,-9.79,-0.5,-0.7
1680103800461606,-9.81,-0.52,-0.67
1680103800472608,-9.78,-0.52,-0.71
1680103800482608,-9.82,-0.52,-0.68
1680103800493608,-9.81,-0.5,-0.67
1680103800504608,-9.79,-0.51,-0.69
1680103800514608,-9.82,-0.54,-0.68
1680103800525607,-9.78,-0.5,-0.66
1680103800535607,-9.79,-0.5,-0.66
1680103800546607,-9.81,-0.5,-0.69
1680103800557607,-9.78,-0.5,-0.66
1680103800569607,-9.78,-0.51,-0.62
1680103800580607,-9.8,-0.48,-0.68
1680103800591607,-9.8,-0.52,-0.66
1680103800602607,-9.78,-0.49,-0.69
1680103800613607,-9.78,-0.49,-0.65
1680103800624607,-9.78,-0.48,-0.63
1680103800635607,-9.76,-0.52,-0.65
1680103800645607,-9.8,-0.51,-0.63
1680103800656607,-9.77,-0.51,-0.69
1680103800667607,-9.82,-0.49,-0.7
1680103800679607,-9.78,-0.51,-0.66
1680103800690607,-9.79,-0.5,-0.64
1680103800700607,-9.79,-0.5,-0.68
1680103800711607,-9.79,-0.5,-0.67
1680103800722607,-9.81,-0.5,-0.69
1680103800732607,-9.81,-0.49,-0.64
1680103800743606,-9.78,-0.48,-0.67
1680103800754606,-9.8,-0.48,-0.67
1680103800765606,-9.77,-0.51,-0.66
1680103800776606,-9.77,-0.51,-0.65
1680103800787606,-9.79,-0.49,-0.65
1680103800797606,-9.79,-0.51,-0.67
1680103800807606,-9.79,-0.5,-0.67
1680103800819606,-9.78,-0.51,-0.67
1680103800830608,-9.79,-0.51,-0.66
1680103800841607,-9.8,-0.49,-0.7
1680103800851607,-9.82,-0.52,-0.67
1680103800862607,-9.8,-0.49,-0.67
1680103800873607,-9.78,-0.49,-0.64
1680103800884607,-9.78,-0.49,-0.67
1680103800895607,-9.79,-0.47,-0.66
1680103800905607,-9.81,-0.49,-0.64
1680103800916607,-9.82,-0.49,-0.66
1680103800926607,-9.81,-0.49,-0.67
1680103800937607,-9.8,-0.49,-0.68
1680103800948607,-9.79,-0.52,-0.68
1680103800959607,-9.79,-0.52,-0.65
1680103800970607,-9.79,-0.51,-0.69
1680103800981607,-9.78,-0.51,-0.65
1680103800992607,-9.78,-0.52,-0.66
1680103801003606,-9.81,-0.5,-0.65
1680103801013606,-9.8,-0.51,-0.7
1680103801024606,-9.81,-0.51,-0.68
1680103801035606,-9.79,-0.52,-0.68
1680103801045606,-9.78,-0.51,-0.66
1680103801056606,-9.78,-0.49,-0.72
1680103801066606,-9.82,-0.51,-0.68
1680103801077606,-9.8,-0.5,-0.67
1680103801087606,-9.8,-0.5,-0.67
1680103801099606,-9.78,-0.5,-0.68
1680103801110606,-9.8,-0.5,-0.67
1680103801121606,-9.78,-0.51,-0.67
1680103801132606,-9.77,-0.51,-0.67
1680103801143606,-9.81,-0.49,-0.67
1680103801153606,-9.79,-0.48,-0.67
1680103801164606,-9.8,-0.5,-0.66
1680103801174606,-9.77,-0.5,-0.65
1680103801185608,-9.78,-0.48,-0.67
1680103801196607,-9.8,-0.5,-0.66
1680103801206607,-9.79,-0.5,-0.65
1680103801217607,-9.82,-0.5,-0.67
1680103801229607,-9.79,-0.52,-0.62
1680103801240607,-9.78,-0.52,-0.65
1680103801251607,-9.79,-0.51,-0.63
1680103801262607,-9.78,-0.52,-0.65
1680103801272607,-9.78,-0.51,-0.67
1680103801283607,-9.78,-0.51,-0.65
1680103801294607,-9.81,-0.5,-0.63
1680103801305607,-9.79,-0.52,-0.67
1680103801316607,-9.81,-0.51,-0.66
1680103801327607,-9.81,-0.5,-0.69
1680103801337607,-9.77,-0.52,-0.63
1680103801349607,-9.76,-0.5,-0.63
1680103801360607,-9.79,-0.5,-0.67
1680103801371607,-9.77,-0.5,-0.66
1680103801381607,-9.77,-0.51,-0.63
1680103801392607,-9.79,-0.52,-0.67
1680103801402607,-9.8,-0.51,-0.67
1680103801412607,-9.81,-0.51,-0.7
1680103801422607,-9.79,-0.51,-0.63
1680103801433606,-9.8,-0.49,-0.66
1680103801443606,-9.82,-0.5,-0.68
1680103801454606,-9.79,-0.51,-0.68
1680103801464606,-9.8,-0.52,-0.7
1680103801475606,-9.79,-0.52,-0.67
1680103801485606,-9.79,-0.5,-0.67
1680103801496606,-9.81,-0.48,-0.68
1680103801507606,-9.77,-0.52,-0.66
1680103801519606,-9.8,-0.5,-0.63
1680103801530606,-9.8,-0.5,-0.65
1680103801541608,-9.81,-0.5,-0.66
1680103801551608,-9.8,-0.5,-0.64
1680103801562608,-9.77,-0.51,-0.67
1680103801573608,-9.78,-0.49,-0.66
1680103801583608,-9.78,-0.5,-0.69
1680103801594607,-9.8,-0.49,-0.66
1680103801605607,-9.81,-0.5,-0.65
1680103801615607,-9.8,-0.49,-0.68
1680103801626607,-9.79,-0.47,-0.66
1680103801638607,-9.81,-0.5,-0.65
1680103801649607,-9.79,-0.5,-0.66
1680103801660607,-9.82,-0.51,-0.66
1680103801671607,-9.81,-0.5,-0.68
1680103801682607,-9.78,-0.5,-0.68
1680103801693607,-9.82,-0.49,-0.68
1680103801704607,-9.81,-0.5,-0.68
1680103801714607,-9.79,-0.5,-0.67
1680103801725607,-9.79,-0.52,-0.66
1680103801736607,-9.78,-0.5,-0.66
1680103801746607,-9.81,-0.48,-0.61
1680103801757607,-9.79,-0.47,-0.67
1680103801769607,-9.82,-0.49,-0.66
1680103801780607,-9.8,-0.5,-0.68
1680103801791607,-9.8,-0.5,-0.68
1680103801802606,-9.79,-0.51,-0.65
1680103801812606,-9.79,-0.5,-0.68
1680103801823606,-9.8,-0.5,-0.66
1680103801834606,-9.81,-0.51,-0.65
1680103801845606,-9.79,-0.52,-0.7
1680103801856606,-9.79,-0.5,-0.7
1680103801866606,-9.81,-0.51,-0.68
1680103801877606,-9.8,-0.52,-0.7
1680103801889606,-9.79,-0.52,-0.68
1680103801899608,-9.82,-0.47,-0.63
1680103801910607,-9.8,-0.51,-0.63
1680103801921607,-9.79,-0.5,-0.65
1680103801932607,-9.82,-0.49,-0.66
1680103801943607,-9.78,-0.49,-0.64
1680103801954607,-9.8,-0.5,-0.65
1680103801965607,-9.81,-0.48,-0.64
1680103801976607,-9.8,-0.49,-0.65
1680103801986607,-9.8,-0.48,-0.64
1680103801997607,-9.82,-0.49,-0.67
1680103802009607,-9.81,-0.49,-0.65
1680103802019607,-9.79,-0.48,-0.64
1680103802030607,-9.82,-0.51,-0.67
1680103802041607,-9.76,-0.5,-0.66
