ts,x,y,z
1679342890896769,-9.78,0.23,-0.8
1679342890997769,-9.8,0.23,-0.81
1679342891097769,-9.8,0.23,-0.79
1679342891197769,-9.79,0.21,-0.78
1679342891297769,-9.79,0.22,-0.77
1679342891398769,-9.79,0.21,-0.81
1679342891499769,-9.78,0.23,-0.83
1679342891599769,-9.71,0.19,-0.7
1679342891700769,-9.76,0.2,-0.78
1679342891801769,-9.77,0.17,-0.77
1679342891902769,-9.77,0.22,-0.8
1679342892003769,-9.79,0.23,-0.83
1679342892104769,-9.77,0.22,-0.78
1679342892205769,-9.82,0.21,-0.8
1679342892306769,-9.8,0.26,-0.8
1679342892406769,-9.78,0.28,-0.78
1679342892506769,-9.79,0.26,-0.79
1679342892606769,-9.79,0.25,-0.78
1679342892707769,-9.77,0.25,-0.81
1679342892808769,-9.78,0.26,-0.79
1679342892908769,-9.77,0.27,-0.78
1679342893009769,-9.78,0.27,-0.83
1679342893110769,-9.8,0.28,-0.81
1679342893211769,-9.79,0.26,-0.82
1679342893312769,-9.8,0.24,-0.81
1679342893412769,-9.79,0.25,-0.81
1679342893514769,-9.77,0.22,-0.82
1679342893614769,-9.76,0.25,-0.79
1679342893714769,-9.77,0.28,-0.79
1679342893814769,-9.77,0.26,-0.83
1679342893914769,-9.76,0.26,-0.8
1679342894015769,-9.79,0.27,-0.8
1679342894116769,-9.78,0.25,-0.8
1679342894216769,-9.79,0.26,-0.79
1679342894317769,-9.79,0.25,-0.83
1679342894418769,-9.78,0.24,-0.79
1679342894518769,-9.78,0.23,-0.8
1679342894619769,-9.79,0.23,-0.82
1679342894720769,-9.77,0.24,-0.81
1679342894821769,-9.77,0.24,-0.81
1679342894921769,-9.78,0.23,-0.77
1679342895022769,-9.79,0.24,-0.8
1679342895122769,-9.79,0.23,-0.79
1679342895224769,-9.77,0.25,-0.78
1679342895324768,-9.76,0.24,-0.83
1679342895424768,-9.82,0.25,-0.8
1679342895525768,-9.8,0.24,-0.81
1679342895626768,-9.78,0.24,-0.79
1679342895727769,-9.8,0.26,-0.8
1679342895828769,-9.79,0.25,-0.8
1679342895929769,-9.77,0.25,-0.78
1679342896030769,-9.78,0.23,-0.79
1679342896130769,-9.79,0.25,-0.8
1679342896231769,-9.79,0.24,-0.84
1679342896331769,-9.78,0.23,-0.76
1679342896433769,-9.77,0.22,-0.76
1679342896534769,-9.77,0.25,-0.78
1679342896634769,-9.77,0.25,-0.8
1679342896735769,-9.8,0.25,-0.74
1679342896836769,-9.76,0.24,-0.76
1679342896936769,-9.77,0.23,-0.76
1679342897037769,-9.78,0.27,-0.76
1679342897138769,-9.8,0.23,-0.8
1679342897239769,-9.78,0.25,-0.79
1679342897339769,-9.79,0.28,-0.75
1679342897440769,-9.79,0.28,-0.78
1679342897541769,-9.8,0.25,-0.79
1679342897643769,-9.79,0.26,-0.79
1679342897744769,-9.76,0.27,-0.79
1679342897845769,-9.79,0.28,-0.78
1679342897946769,-9.79,0.29,-0.78
1679342898046769,-9.79,0.29,-0.82
1679342898147769,-9.76,0.28,-0.78
1679342898248769,-9.8,0.28,-0.79
1679342898348769,-9.8,0.27,-0.78
1679342898448768,-9.81,0.26,-0.81
1679342898548768,-9.8,0.22,-0.83
1679342898648768,-9.78,0.25,-0.79
1679342898749768,-9.77,0.24,-0.76
1679342898850768,-9.76,0.26,-0.76
1679342898950768,-9.78,0.25,-0.8
1679342899051768,-9.79,0.27,-0.78
1679342899153768,-9.77,0.24,-0.78
1679342899254768,-9.79,0.23,-0.79
1679342899355769,-9.79,0.24,-0.76
1679342899455768,-9.76,0.24,-0.77
1679342899556769,-9.79,0.21,-0.75
1679342899657769,-9.78,0.22,-0.8
1679342899758769,-9.79,0.23,-0.78
1679342899859769,-9.78,0.21,-0.82
1679342899959769,-9.8,0.24,-0.8
1679342900060769,-9.79,0.23,-0.78
1679342900160769,-9.76,0.23,-0.75
1679342900262769,-9.81,0.23,-0.79
1679342900362769,-9.79,0.22,-0.81
1679342900463769,-9.78,0.26,-0.79
1679342900563768,-9.78,0.24,-0.78
1679342900664769,-9.77,0.21,-0.8
1679342900764768,-9.79,0.2,-0.84
1679342900865769,-9.8,0.23,-0.81
1679342900966769,-9.81,0.21,-0.82
1679342901067769,-9.8,0.22,-0.78
1679342901168769,-9.76,0.2,-0.8
1679342901269769,-9.78,0.24,-0.77
1679342901369769,-9.77,0.19,-0.78
1679342901469769,-9.79,0.2,-0.81
1679342901570769,-9.81,0.24,-0.79
1679342901670769,-9.79,0.24,-0.77
1679342901772769,-9.8,0.2,-0.8
1679342901872769,-9.79,0.22,-0.78
1679342901973769,-9.77,0.21,-0.78
1679342902074769,-9.77,0.23,-0.78
1679342902174769,-9.79,0.24,-0.78
1679342902275769,-9.79,0.25,-0.81
1679342902376769,-9.77,0.25,-0.75
1679342902477769,-9.77,0.26,-0.81
1679342902577769,-9.8,0.27,-0.76
1679342902678769,-9.78,0.22,-0.81
1679342902779769,-9.78,0.27,-0.78
1679342902880769,-9.78,0.25,-0.81
1679342902982769,-9.8,0.23,-0.81
1679342903082769,-9.8,0.25,-0.79
1679342903183769,-9.77,0.26,-0.81
1679342903283769,-9.78,0.27,-0.8
1679342903384769,-9.79,0.25,-0.78
1679342903485769,-9.78,0.26,-0.8
1679342903586769,-9.78,0.25,-0.76
1679342903686769,-9.78,0.23,-0.81
1679342903787769,-9.8,0.25,-0.79
1679342903888769,-9.8,0.21,-0.79
1679342903989769,-9.8,0.19,-0.82
1679342904089769,-9.78,0.2,-0.78
1679342904190769,-9.79,0.23,-0.79
1679342904292769,-9.86,0.14,-0.72
1679342904393769,-9.79,0.18,-0.83
1679342904494769,-9.8,0.23,-0.83
1679342904595769,-9.79,0.13,-0.78
1679342904696769,-9.8,0.15,-0.78
1679342904797769,-9.78,0.12,-0.77
1679342904898769,-9.77,0.17,-0.77
1679342904998769,-9.78,0.17,-0.8
1679342905098769,-9.75,0.17,-0.79
1679342905199769,-9.78,0.14,-0.78
1679342905299769,-9.79,0.11,-0.76
1679342905400769,-9.79,0.17,-0.79
1679342905502769,-9.8,0.16,-0.78
1679342905603769,-9.79,0.2,-0.77
1679342905704769,-9.79,0.16,-0.79
1679342905804769,-9.82,0.17,-0.79
1679342905905769,-9.77,0.18,-0.75
1679342906005769,-9.8,0.18,-0.76
1679342906106769,-9.79,0.18,-0.79
1679342906207769,-9.76,0.22,-0.76
1679342906307769,-9.78,0.22,-0.79
1679342906408769,-9.78,0.24,-0.77
1679342906509769,-9.78,0.21,-0.79
1679342906609769,-9.76,0.21,-0.79
1679342906709769,-9.79,0.23,-0.84
1679342906811769,-9.78,0.22,-0.81
1679342906911769,-9.79,0.22,-0.81
1679342907012769,-9.81,0.24,-0.85
1679342907113769,-9.77,0.2,-0.82
1679342907213769,-9.78,0.21,-0.78
1679342907314769,-9.77,0.18,-0.8
1679342907414769,-9.77,0.19,-0.8
1679342907515769,-9.78,0.19,-0.82
1679342907616769,-9.77,0.22,-0.79
1679342907716769,-9.78,0.19,-0.8
1679342907817769,-9.8,0.23,-0.8
1679342907918769,-9.81,0.18,-0.8
1679342908019769,-9.78,0.19,-0.78
1679342908120769,-9.76,0.2,-0.81
1679342908221769,-9.78,0.18,-0.84
1679342908321769,-9.78,0.21,-0.81
1679342908422769,-9.77,0.2,-0.8
1679342908523769,-9.78,0.2,-0.77
1679342908623769,-9.79,0.2,-0.79
1679342908724769,-9.79,0.19,-0.8
1679342908825769,-9.76,0.21,-0.8
1679342908926769,-9.74,0.23,-0.81
1679342909027769,-9.78,0.23,-0.8
1679342909128769,-9.76,0.16,-0.82
1679342909228769,-9.79,0.14,-0.82
1679342909329769,-9.78,0.17,-0.83
1679342909431769,-9.8,0.18,-0.82
1679342909532769,-9.77,0.15,-0.8
1679342909633769,-9.82,0.16,-0.83
1679342909733769,-9.79,0.16,-0.82
1679342909834769,-9.79,0.19,-0.8
1679342909935769,-9.78,0.2,-0.79
1679342910035769,-9.76,0.2,-0.8
1679342910136769,-9.76,0.19,-0.78
1679342910237769,-9.77,0.21,-0.79
1679342910337769,-9.79,0.21,-0.78
1679342910438769,-9.8,0.24,-0.77
1679342910539769,-9.77,0.25,-0.86
1679342910640769,-9.8,0.2,-0.79
1679342910741769,-9.76,0.2,-0.81
1679342910842769,-9.79,0.22,-0.82
1679342910943770,-9.78,0.22,-0.81
1679342911043769,-9.77,0.2,-0.84
1679342911144770,-9.77,0.21,-0.82
1679342911245770,-9.78,0.24,-0.84
1679342911345770,-9.78,0.24,-0.79
1679342911446769,-9.77,0.23,-0.77
1679342911547769,-9.82,0.23,-0.84
1679342911648769,-9.77,0.21,-0.83
1679342911748769,-9.79,0.21,-0.85
1679342911848769,-9.74,0.29,-0.78
1679342911949769,-9.73,0.32,-0.74
1679342912050769,-9.61,0.45,-0.54
1679342912151769,-9.76,0.32,-0.85
1679342912251769,-9.69,0.35,-0.69
1679342912351769,-9.9,0.23,-0.96
1679342912452769,-9.6,0.79,-1.31
1679342912553769,-11.92,0.29,-4.48
1679342912654769,-8.61,4.12,0.66
1679342912755769,-9.01,-9.79,-4.59
1679342912855769,-10.11,-0.87,-5.8
1679342912956769,-11.58,1.21,3.36
1679342913056769,-7.15,-0.53,-6.68
1679342913157769,-12.41,-6.78,-3.36
1679342913256769,-8.42,1.28,-6.47
1679342913357769,-11.89,-7.0,-0.91
1679342913457769,-9.0,-2.21,-7.19
1679342913557769,-7.3,15.72,-8.85
1679342913658769,-8.32,-4.48,-1.75
1679342913760769,-10.87,-7.02,-0.83
1679342913860769,-7.86,-3.31,-9.4
1679342913961769,-9.42,4.37,-5.35
1679342914062769,-7.2,-0.38,-2.04
1679342914163769,-9.19,-5.19,-1.76
1679342914264769,-11.23,-1.22,-3.82
1679342914364769,-8.17,5.8,-5.28
1679342914464769,-13.15,-3.59,-0.59
1679342914564769,-9.86,-5.99,-2.3
1679342914665769,-8.99,1.29,-6.8
1679342914766769,-8.72,5.51,-5.11
1679342914867769,-5.18,-2.54,-1.51
1679342914968769,-9.0,-1.28,-5.34
1679342915070769,-8.94,1.87,-4.82
1679342915171769,-9.82,-1.22,-2.2
1679342915272769,-9.21,-0.57,-3.34
1679342915373769,-9.09,0.14,-3.78
1679342915474769,-9.03,-1.03,-4.94
1679342915575769,-9.02,1.57,-4.75
1679342915675769,-8.22,-0.31,-2.65
1679342915776769,-8.72,-3.18,-4.5
1679342915877769,-9.13,6.29,-1.16
1679342915978769,-9.11,-4.37,-3.42
1679342916080769,-10.26,-1.03,-5.23
1679342916181769,-9.07,0.65,0.08
1679342916281769,-6.59,-2.96,-1.44
1679342916381769,-8.34,4.04,-4.92
1679342916482769,-11.26,6.18,-5.75
1679342916583769,-6.45,-13.58,-0.41
1679342916684769,-10.02,-1.26,0.62
1679342916785770,-8.68,1.51,-3.44
1679342916885769,-9.7,-2.42,-3.62
1679342916986770,-8.7,1.32,-4.53
1679342917086769,-9.9,5.31,-0.39
1679342917187770,-9.76,0.05,-0.68
1679342917287769,-10.99,-0.93,-2.18
1679342917388769,-10.22,-0.49,-1.42
1679342917490769,-9.59,0.52,-0.43
1679342917591770,-9.63,0.74,-0.05
1679342917692770,-9.84,-0.36,-0.08
1679342917792770,-9.73,-0.01,-0.43
1679342917893770,-9.86,-0.28,-1.17
1679342917994770,-9.88,-0.35,-0.9
1679342918095769,-9.78,-1.02,-1.46
1679342918195769,-9.68,-0.45,-1.47
1679342918296769,-9.58,-0.74,-1.62
1679342918397769,-9.79,-0.44,-1.46
1679342918498769,-9.7,-0.12,-1.59
1679342918599769,-9.68,0.09,-1.37
1679342918700769,-9.63,0.07,-1.5
1679342918800769,-9.68,0.1,-1.51
1679342918901769,-9.68,0.16,-1.38
1679342919002769,-9.78,-0.05,-1.39
1679342919103769,-9.67,-0.06,-1.38
1679342919204769,-9.72,-0.02,-1.35
1679342919305769,-9.75,0.0,-1.38
1679342919406769,-9.71,0.12,-1.37
1679342919506769,-9.7,0.02,-1.41
1679342919607769,-9.66,0.0,-1.39
1679342919707769,-9.66,0.13,-1.45
1679342919809769,-9.71,0.12,-1.5
1679342919910769,-9.71,0.04,-1.47
1679342920011769,-9.72,0.11,-1.46
1679342920111769,-9.67,0.23,-1.32
1679342920212769,-9.66,0.29,-1.37
1679342920312769,-9.69,0.21,-1.31
1679342920412769,-9.72,0.19,-1.33
1679342920513769,-9.69,0.22,-1.31
1679342920614769,-9.68,0.21,-1.36
1679342920714769,-9.7,0.25,-1.36
1679342920814769,-9.7,0.19,-1.4
1679342920914769,-9.69,0.27,-1.39
1679342921015769,-9.74,0.22,-1.34
1679342921116769,-9.71,0.25,-1.36
1679342921216769,-9.71,0.28,-1.33
1679342921317769,-9.72,0.3,-1.33
1679342921419769,-9.71,0.28,-1.32
1679342921520769,-9.72,0.27,-1.32
1679342921621769,-9.69,0.27,-1.32
1679342921721769,-9.68,0.28,-1.32
1679342921822769,-9.69,0.41,-1.33
1679342921922769,-9.66,0.39,-1.35
1679342922022769,-9.75,0.11,-1.32
1679342922123769,-9.68,0.25,-1.23
1679342922223769,-9.74,0.22,-1.35
1679342922324769,-9.71,0.27,-1.36
1679342922425769,-9.73,0.24,-1.34
1679342922525769,-9.74,0.25,-1.33
1679342922626769,-9.7,0.29,-1.3
1679342922727769,-9.7,0.35,-1.31
1679342922827769,-9.72,0.31,-1.33
1679342922929769,-9.72,0.35,-1.25
1679342923030769,-9.71,0.33,-1.27
1679342923130769,-9.72,0.3,-1.27
1679342923231769,-9.73,0.33,-1.28
1679342923332769,-9.73,0.29,-1.32
1679342923432769,-9.71,0.36,-1.28
1679342923532769,-9.71,0.35,-1.29
1679342923632768,-9.7,0.31,-1.29
1679342923733769,-9.74,0.27,-1.29
1679342923833768,-9.71,0.3,-1.3
1679342923934769,-9.7,0.3,-1.28
1679342924035769,-9.72,0.29,-1.28
1679342924135769,-9.72,0.29,-1.27
1679342924236769,-9.74,0.29,-1.29
1679342924337769,-9.69,0.33,-1.28
1679342924439769,-9.69,0.35,-1.26
1679342924540769,-9.7,0.29,-1.32
1679342924640769,-9.7,0.33,-1.3
1679342924741769,-9.75,0.31,-1.3
1679342924842769,-9.73,0.36,-1.32
1679342924943769,-9.73,0.32,-1.3
1679342925044769,-9.71,0.38,-1.26
1679342925145769,-9.72,0.37,-1.31
1679342925246769,-9.72,0.29,-1.34
1679342925346769,-9.73,0.32,-1.3
1679342925447769,-9.69,0.33,-1.32
1679342925548769,-9.73,0.28,-1.29
1679342925648769,-9.71,0.31,-1.28
1679342925749769,-9.7,0.32,-1.3
1679342925850769,-9.71,0.29,-1.33
1679342925951769,-9.68,0.3,-1.25
1679342926051769,-9.71,0.27,-1.29
1679342926152769,-9.72,0.28,-1.25
1679342926252769,-9.7,0.27,-1.25
1679342926352769,-9.69,0.31,-1.28
1679342926453769,-9.67,0.27,-1.27
1679342926554769,-9.73,0.27,-1.25
1679342926654769,-9.72,0.27,-1.3
1679342926755769,-9.71,0.3,-1.24
1679342926856769,-9.72,0.34,-1.22
1679342926957769,-9.71,0.38,-1.24
1679342927058769,-9.71,0.45,-1.23
1679342927158769,-9.72,0.42,-1.24
1679342927259769,-9.73,0.45,-1.24
1679342927360769,-9.71,0.47,-1.26
1679342927461769,-9.72,0.4,-1.23
1679342927561769,-9.74,0.41,-1.27
1679342927662769,-9.72,0.44,-1.24
1679342927763769,-9.73,0.47,-1.2
1679342927864770,-9.71,0.52,-1.19
1679342927964769,-9.71,0.49,-1.2
1679342928065769,-9.72,0.39,-1.23
1679342928165769,-9.73,0.4,-1.25
1679342928265769,-9.7,0.43,-1.22
1679342928366769,-9.74,0.41,-1.25
1679342928467769,-9.7,0.42,-1.25
1679342928568769,-9.7,0.45,-1.23
1679342928669769,-9.74,0.39,-1.21
1679342928770769,-9.71,0.42,-1.2
1679342928870769,-9.71,0.44,-1.2
1679342928971769,-9.72,0.42,-1.23
1679342929072769,-9.72,0.42,-1.26
1679342929172769,-9.71,0.41,-1.22
1679342929273769,-9.73,0.36,-1.23
1679342929374769,-9.69,0.42,-1.22
1679342929474769,-9.73,0.39,-1.25
1679342929574769,-9.71,0.4,-1.27
1679342929675769,-9.7,0.39,-1.21
1679342929777769,-9.7,0.39,-1.18
1679342929878769,-9.74,0.36,-1.22
1679342929979769,-9.71,0.39,-1.19
1679342930080769,-9.71,0.35,-1.22
1679342930181769,-9.72,0.39,-1.22
1679342930282769,-9.69,0.41,-1.22
1679342930383769,-9.71,0.4,-1.16
1679342930483769,-9.73,0.38,-1.19
1679342930584769,-9.73,0.39,-1.19
1679342930684769,-9.72,0.4,-1.2
1679342930785769,-9.72,0.42,-1.17
1679342930887769,-9.74,0.41,-1.22
1679342930988769,-9.7,0.34,-1.22
1679342931088769,-9.69,0.41,-1.15
1679342931188769,-9.74,0.34,-1.2
1679342931289769,-9.74,0.36,-1.21
1679342931389769,-9.76,0.43,-1.22
1679342931490769,-9.75,0.33,-1.19
1679342931591769,-9.73,0.34,-1.18
1679342931691769,-9.75,0.32,-1.29
1679342931792769,-9.79,0.31,-1.26
1679342931893769,-9.72,0.52,-1.18
1679342931994769,-9.75,0.5,-1.09
1679342932094769,-9.76,0.46,-1.2
1679342932195769,-9.71,0.45,-1.18
1679342932295769,-9.72,0.48,-1.16
1679342932397769,-9.72,0.4,-1.19
1679342932498769,-9.71,0.39,-1.16
1679342932598769,-9.75,0.3,-1.2
1679342932698769,-9.73,0.26,-1.18
1679342932798769,-9.75,0.26,-1.14
1679342932899769,-9.74,0.26,-1.17
1679342932999769,-9.73,0.25,-1.19
1679342933100769,-9.75,0.28,-1.15
1679342933201769,-9.75,0.29,-1.2
1679342933301769,-9.73,0.27,-1.15
1679342933402769,-9.75,0.32,-1.15
1679342933503769,-9.74,0.3,-1.14
1679342933603769,-9.71,0.33,-1.13
1679342933704769,-9.72,0.36,-1.12
1679342933806769,-9.71,0.36,-1.16
1679342933907769,-9.72,0.37,-1.15
1679342934008769,-9.72,0.38,-1.11
1679342934108769,-9.74,0.39,-1.14
1679342934209769,-9.72,0.41,-1.14
1679342934309769,-9.79,0.35,-1.13
1679342934410769,-9.72,0.51,-1.18
1679342934511769,-9.71,0.6,-1.19
1679342934611769,-9.71,0.6,-1.21
1679342934712769,-9.74,0.49,-1.15
1679342934812769,-9.73,0.58,-1.14
1679342934913769,-9.75,0.62,-1.22
1679342935014769,-9.72,0.58,-1.14
1679342935115769,-9.73,0.53,-1.21
1679342935216769,-9.71,0.48,-1.21
1679342935317769,-9.69,0.59,-1.17
1679342935418769,-9.7,0.86,-1.12
1679342935519769,-9.64,0.71,-1.16
1679342935620769,-9.71,0.5,-1.16
1679342935721769,-9.73,0.61,-1.18
1679342935822769,-9.77,0.5,-1.22
1679342935922769,-9.72,0.51,-1.11
1679342936023769,-9.7,0.66,-1.18
1679342936123769,-9.7,0.56,-1.08
1679342936224769,-9.71,0.56,-1.08
1679342936326769,-9.75,0.53,-1.08
1679342936427769,-9.69,0.32,-1.09
1679342936528769,-9.73,0.22,-1.06
1679342936629769,-9.74,0.17,-1.06
1679342936729769,-9.76,0.08,-1.11
1679342936830769,-9.77,0.13,-1.11
1679342936931769,-9.72,0.24,-1.12
1679342937031769,-9.7,0.38,-1.09
1679342937131769,-9.73,0.35,-1.1
1679342937232769,-9.72,0.39,-1.1
1679342937332769,-9.73,0.41,-1.08
1679342937433769,-9.72,0.41,-1.07
1679342937534769,-9.72,0.52,-1.08
1679342937636769,-9.72,0.56,-1.14
1679342937737769,-9.72,0.56,-1.15
1679342937838770,-9.72,0.61,-1.15
1679342937938769,-9.71,0.67,-1.19
1679342938039769,-9.77,0.62,-1.17
1679342938140769,-9.71,0.7,-1.14
1679342938241769,-9.71,0.69,-1.03
1679342938342769,-9.72,0.72,-1.06
1679342938443769,-9.72,0.74,-1.12
1679342938544769,-9.73,0.69,-1.11
1679342938645769,-9.75,0.67,-1.11
1679342938746769,-9.73,0.69,-1.14
1679342938847769,-9.7,0.64,-1.11
1679342938947769,-9.71,0.67,-1.14
1679342939047769,-9.71,0.67,-1.11
1679342939147769,-9.71,0.66,-1.14
1679342939248769,-9.73,0.67,-1.14
1679342939349769,-9.71,0.65,-1.1
1679342939450769,-9.69,0.67,-1.12
1679342939551769,-9.71,0.66,-1.13
1679342939652769,-9.71,0.65,-1.13
1679342939752769,-9.75,0.61,-1.13
1679342939852769,-9.72,0.63,-1.11
1679342939953769,-9.73,0.61,-1.17
1679342940055769,-9.71,0.6,-1.13
1679342940156769,-9.71,0.65,-1.1
1679342940255769,-9.72,0.68,-1.1
1679342940355769,-9.7,0.67,-1.14
1679342940456769,-9.72,0.66,-1.1
