ts,red,ir,green
2023-04-13 18:38:33.497569,89165.0,127662.0,6451.0
2023-04-13 18:38:33.508569,89162.0,127666.0,6452.0
2023-04-13 18:38:33.518569,89163.0,127665.0,6450.0
2023-04-13 18:38:33.529569,89149.0,127698.0,6453.0
2023-04-13 18:38:33.537569,89173.0,127697.0,6455.0
2023-04-13 18:38:33.548569,89174.0,127702.0,6470.0
2023-04-13 18:38:33.558569,89196.0,127751.0,6448.0
2023-04-13 18:38:33.569568,89188.0,127764.0,6464.0
2023-04-13 18:38:33.577568,89184.0,127781.0,6458.0
2023-04-13 18:38:33.588570,89188.0,127835.0,6453.0
2023-04-13 18:38:33.598569,89194.0,127848.0,6455.0
2023-04-13 18:38:33.608569,89187.0,127794.0,6454.0
2023-04-13 18:38:33.617570,89185.0,127785.0,6456.0
2023-04-13 18:38:33.628569,89186.0,127838.0,6462.0
2023-04-13 18:38:33.638569,89185.0,127841.0,6461.0
2023-04-13 18:38:33.648569,89182.0,127847.0,6465.0
2023-04-13 18:38:33.658569,89199.0,127874.0,6445.0
2023-04-13 18:38:33.667570,89194.0,127862.0,6466.0
2023-04-13 18:38:33.678569,89187.0,127863.0,6450.0
2023-04-13 18:38:33.688569,89183.0,127846.0,6444.0
2023-04-13 18:38:33.698569,89173.0,127840.0,6442.0
2023-04-13 18:38:33.708569,89161.0,127869.0,6447.0
2023-04-13 18:38:33.718569,89167.0,127872.0,6456.0
2023-04-13 18:38:33.728569,89166.0,127885.0,6459.0
2023-04-13 18:38:33.738569,89178.0,127883.0,6459.0
2023-04-13 18:38:33.748569,89186.0,127902.0,6455.0
2023-04-13 18:38:33.757569,89176.0,127901.0,6456.0
2023-04-13 18:38:33.768570,89179.0,127923.0,6454.0
2023-04-13 18:38:33.778570,89177.0,127856.0,6442.0
2023-04-13 18:38:33.788570,89179.0,127926.0,6463.0
2023-04-13 18:38:33.798570,89179.0,127867.0,6449.0
2023-04-13 18:38:33.808570,89203.0,127934.0,6460.0
2023-04-13 18:38:33.818570,89167.0,127899.0,6451.0
2023-04-13 18:38:33.827570,89174.0,127889.0,6449.0
2023-04-13 18:38:33.838570,89118.0,127887.0,6449.0
2023-04-13 18:38:33.847570,89108.0,127826.0,6441.0
2023-04-13 18:38:33.858569,89075.0,127752.0,6406.0
2023-04-13 18:38:33.867570,89043.0,127689.0,6382.0
2023-04-13 18:38:33.877570,88995.0,127561.0,6348.0
2023-04-13 18:38:33.887570,88959.0,127494.0,6360.0
2023-04-13 18:38:33.898569,88936.0,127426.0,6340.0
2023-04-13 18:38:33.908569,88915.0,127387.0,6360.0
2023-04-13 18:38:33.917570,88908.0,127372.0,6330.0
2023-04-13 18:38:33.927569,88897.0,127363.0,6337.0
2023-04-13 18:38:33.938569,88908.0,127375.0,6341.0
2023-04-13 18:38:33.948570,88902.0,127406.0,6365.0
2023-04-13 18:38:33.958570,88911.0,127438.0,6354.0
2023-04-13 18:38:33.967570,88889.0,127471.0,6382.0
2023-04-13 18:38:33.978570,88903.0,127480.0,6392.0
2023-04-13 18:38:33.988570,88915.0,127522.0,6378.0
2023-04-13 18:38:33.997570,88946.0,127516.0,6364.0
2023-04-13 18:38:34.007570,88950.0,127560.0,6408.0
2023-04-13 18:38:34.018570,88949.0,127595.0,6398.0
2023-04-13 18:38:34.028570,88951.0,127612.0,6403.0
2023-04-13 18:38:34.037570,88960.0,127651.0,6418.0
2023-04-13 18:38:34.047570,88969.0,127684.0,6422.0
2023-04-13 18:38:34.058570,89007.0,127725.0,6428.0
2023-04-13 18:38:34.068570,89036.0,127741.0,6424.0
2023-04-13 18:38:34.078570,89021.0,127771.0,6423.0
2023-04-13 18:38:34.088570,89046.0,127776.0,6429.0
2023-04-13 18:38:34.098569,89044.0,127761.0,6439.0
2023-04-13 18:38:34.108569,89023.0,127726.0,6432.0
2023-04-13 18:38:34.117570,89018.0,127686.0,6415.0
2023-04-13 18:38:34.127570,88997.0,127644.0,6420.0
2023-04-13 18:38:34.138569,88993.0,127609.0,6399.0
2023-04-13 18:38:34.148569,88969.0,127626.0,6387.0
2023-04-13 18:38:34.158569,88961.0,127600.0,6369.0
2023-04-13 18:38:34.167570,88913.0,127584.0,6406.0
2023-04-13 18:38:34.179570,88936.0,127595.0,6403.0
2023-04-13 18:38:34.188570,88910.0,127586.0,6394.0
2023-04-13 18:38:34.198570,88959.0,127604.0,6408.0
2023-04-13 18:38:34.207570,88969.0,127590.0,6399.0
2023-04-13 18:38:34.218570,88963.0,127614.0,6392.0
2023-04-13 18:38:34.227570,88971.0,127596.0,6395.0
2023-04-13 18:38:34.238570,88948.0,127617.0,6401.0
2023-04-13 18:38:34.247570,88930.0,127597.0,6407.0
2023-04-13 18:38:34.258570,88931.0,127617.0,6412.0
2023-04-13 18:38:34.267570,88913.0,127612.0,6409.0
2023-04-13 18:38:34.279570,88945.0,127622.0,6413.0
2023-04-13 18:38:34.287570,88933.0,127643.0,6408.0
2023-04-13 18:38:34.297570,88987.0,127639.0,6391.0
2023-04-13 18:38:34.307570,88979.0,127641.0,6429.0
2023-04-13 18:38:34.318570,89000.0,127638.0,6416.0
2023-04-13 18:38:34.327570,88971.0,127655.0,6403.0
2023-04-13 18:38:34.338570,88986.0,127673.0,6389.0
2023-04-13 18:38:34.347570,88959.0,127665.0,6424.0
2023-04-13 18:38:34.358569,88992.0,127685.0,6415.0
2023-04-13 18:38:34.367570,88984.0,127705.0,6417.0
2023-04-13 18:38:34.377570,88980.0,127671.0,6395.0
2023-04-13 18:38:34.387570,88995.0,127656.0,6411.0
2023-04-13 18:38:34.398569,88980.0,127656.0,6436.0
2023-04-13 18:38:34.408569,88988.0,127642.0,6428.0
2023-04-13 18:38:34.418569,88974.0,127657.0,6427.0
2023-04-13 18:38:34.427569,88970.0,127654.0,6429.0
2023-04-13 18:38:34.438569,88969.0,127634.0,6427.0
2023-04-13 18:38:34.448569,88962.0,127629.0,6423.0
2023-04-13 18:38:34.457569,88955.0,127618.0,6426.0
2023-04-13 18:38:34.467569,88980.0,127631.0,6429.0
2023-04-13 18:38:34.478569,88964.0,127625.0,6429.0
2023-04-13 18:38:34.488570,88969.0,127644.0,6431.0
2023-04-13 18:38:34.497570,88975.0,127644.0,6419.0
2023-04-13 18:38:34.507570,88975.0,127653.0,6408.0
2023-04-13 18:38:34.517570,88949.0,127659.0,6390.0
2023-04-13 18:38:34.528570,88978.0,127658.0,6397.0
2023-04-13 18:38:34.537570,88980.0,127667.0,6412.0
2023-04-13 18:38:34.548570,88987.0,127665.0,6420.0
2023-04-13 18:38:34.557570,88930.0,127717.0,6438.0
2023-04-13 18:38:34.568570,88979.0,127701.0,6430.0
2023-04-13 18:38:34.577570,88965.0,127681.0,6432.0
2023-04-13 18:38:34.587570,88965.0,127665.0,6429.0
2023-04-13 18:38:34.597570,88899.0,127619.0,6426.0
2023-04-13 18:38:34.608569,88896.0,127532.0,6410.0
2023-04-13 18:38:34.617570,88847.0,127447.0,6399.0
2023-04-13 18:38:34.627570,88833.0,127378.0,6352.0
2023-04-13 18:38:34.637570,88779.0,127295.0,6333.0
2023-04-13 18:38:34.648569,88738.0,127258.0,6363.0
2023-04-13 18:38:34.658569,88717.0,127242.0,6370.0
2023-04-13 18:38:34.667570,88739.0,127234.0,6368.0
2023-04-13 18:38:34.677569,88741.0,127236.0,6376.0
2023-04-13 18:38:34.688569,88766.0,127292.0,6369.0
2023-04-13 18:38:34.698569,88769.0,127310.0,6359.0
2023-04-13 18:38:34.707569,88770.0,127336.0,6386.0
2023-04-13 18:38:34.717569,88751.0,127350.0,6394.0
2023-04-13 18:38:34.728569,88786.0,127388.0,6395.0
2023-04-13 18:38:34.738569,88821.0,127376.0,6398.0
2023-04-13 18:38:34.747569,88842.0,127445.0,6406.0
2023-04-13 18:38:34.757569,88859.0,127466.0,6407.0
2023-04-13 18:38:34.768569,88867.0,127468.0,6401.0
2023-04-13 18:38:34.778569,88875.0,127516.0,6419.0
2023-04-13 18:38:34.787569,88887.0,127579.0,6422.0
2023-04-13 18:38:34.797569,88896.0,127640.0,6441.0
2023-04-13 18:38:34.808569,88913.0,127684.0,6446.0
2023-04-13 18:38:34.817569,88909.0,127715.0,6449.0
2023-04-13 18:38:34.827569,88969.0,127737.0,6443.0
2023-04-13 18:38:34.837569,88964.0,127724.0,6446.0
2023-04-13 18:38:34.848569,88947.0,127736.0,6439.0
2023-04-13 18:38:34.857570,88913.0,127719.0,6443.0
2023-04-13 18:38:34.867570,88928.0,127699.0,6429.0
2023-04-13 18:38:34.877570,88919.0,127625.0,6436.0
2023-04-13 18:38:34.888569,88941.0,127610.0,6432.0
2023-04-13 18:38:34.897570,88865.0,127547.0,6412.0
2023-04-13 18:38:34.908569,88901.0,127557.0,6409.0
2023-04-13 18:38:34.917570,88901.0,127579.0,6411.0
2023-04-13 18:38:34.928569,88900.0,127582.0,6418.0
2023-04-13 18:38:34.937569,88879.0,127563.0,6413.0
2023-04-13 18:38:34.948569,88883.0,127593.0,6421.0
2023-04-13 18:38:34.957569,88897.0,127598.0,6413.0
2023-04-13 18:38:34.968569,88901.0,127592.0,6425.0
2023-04-13 18:38:34.977569,88902.0,127640.0,6417.0
2023-04-13 18:38:34.988569,88891.0,127637.0,6421.0
2023-04-13 18:38:34.997569,88915.0,127623.0,6420.0
2023-04-13 18:38:35.007569,88918.0,127681.0,6423.0
2023-04-13 18:38:35.017569,88922.0,127687.0,6436.0
2023-04-13 18:38:35.028570,88926.0,127701.0,6424.0
2023-04-13 18:38:35.037570,88922.0,127618.0,6430.0
2023-04-13 18:38:35.048570,88939.0,127699.0,6439.0
2023-04-13 18:38:35.057570,88947.0,127715.0,6442.0
