time,ecg,hr,rr,marker
1679065834035416246,-0.085
1679065834043113470,-0.08700000000000001
1679065834050810694,-0.066
1679065834058507918,-0.052000000000000005
1679065834066205142,-0.058
1679065834073902366,-0.073
1679065834081599590,-0.068
1679065834089296814,-0.077
1679065834096994038,-0.133
1679065834104691262,-0.162
1679065834112388486,-0.131
1679065834120085710,-0.116
1679065834127782934,-0.139
1679065834135480158,-0.15
1679065834143177382,-0.177,,793
1679065834150874606,-0.219
1679065834158571830,-0.225
1679065834166269054,-0.21
1679065834173966278,-0.202
1679065834181663502,-0.185
1679065834189360726,-0.16
1679065834197057950,-0.135
1679065834204755174,-0.11
1679065834212452398,-0.1
1679065834220149622,-0.10200000000000001
1679065834227846846,-0.073
1679065834235544070,-0.031
1679065834243241294,-0.029
1679065834250938518,-0.056
1679065834258635742,-0.079
1679065834266332966,-0.062
1679065834274030190,-0.025
1679065834281727414,0.002
1679065834289424638,0.037
1679065834297121862,0.045
1679065834304819086,-0.002
1679065834312516310,-0.02
1679065834320213534,0.02
1679065834327910758,0.05
1679065834335607982,0.05
1679065834343305206,0.058
1679065834351002430,0.066
1679065834358699654,0.079
1679065834366396878,0.25
1679065834374094102,0.757
1679065834381791326,1.369
1679065834389488550,1.4060000000000001
1679065834397185774,0.47300000000000003
1679065834404882998,-0.463
1679065834412580222,-0.292
1679065834420277446,0.2
1679065834427974670,0.146
1679065834435671894,0.048
1679065834443369118,0.156
1679065834451066342,0.171
1679065834458763566,0.133
1679065834466460790,0.179
1679065834474158014,0.225
1679065834481855238,0.223
1679065834489552462,0.217
1679065834497249686,0.20800000000000002
1679065834504946910,0.194
1679065834512644134,0.194
1679065834520341358,0.202
1679065834528038582,0.198
1679065834535735806,0.181
1679065834543433030,0.166
1679065834551130254,0.171
1679065834558827478,0.181
1679065834566524702,0.198
1679065834574221926,0.21
1679065834581919150,0.20800000000000002
1679065834589616374,0.223
1679065834597313660,0.248,74
1679065834605010606,0.252
1679065834612707552,0.248
1679065834620404498,0.252
1679065834628101444,0.225
1679065834635798390,0.15
1679065834643495336,0.062
1679065834651192282,-0.002
1679065834658889228,-0.039
1679065834666586174,-0.081
1679065834674283120,-0.129
1679065834681980066,-0.152
1679065834689677012,-0.162
1679065834697373958,-0.194
1679065834705070904,-0.221
1679065834712767850,-0.233
1679065834720464796,-0.256
1679065834728161742,-0.279
1679065834735858688,-0.269
1679065834743555634,-0.258
1679065834751252580,-0.292
1679065834758949526,-0.319
1679065834766646472,-0.311
1679065834774343418,-0.292
1679065834782040364,-0.277
1679065834789737310,-0.258
1679065834797434256,-0.229
1679065834805131202,-0.196
1679065834812828148,-0.196
1679065834820525094,-0.20600000000000002
1679065834828222040,-0.181
1679065834835918986,-0.139
1679065834843615932,-0.133
1679065834851312878,-0.137
1679065834859009824,-0.114
1679065834866706770,-0.10200000000000001
1679065834874403716,-0.106
1679065834882100662,-0.08700000000000001
1679065834889797608,-0.058
1679065834897494554,-0.043000000000000003
1679065834905191500,-0.041
1679065834912888446,-0.033
1679065834920585392,-0.006
1679065834928282338,0.02
1679065834935979284,0.031
1679065834943676230,0.041
1679065834951373176,0.058
1679065834959070122,0.06
1679065834966767068,0.073,,822
1679065834974464014,0.10400000000000001
1679065834982160960,0.121
1679065834989857906,0.114
1679065834997554852,0.083
1679065835005251798,0.073
1679065835012948744,0.114
1679065835020645690,0.14400000000000002
1679065835028342636,0.129
1679065835036039582,0.11800000000000001
1679065835043736528,0.135
1679065835051433474,0.135
1679065835059130420,0.127
1679065835066827366,0.148
1679065835074524312,0.194
1679065835082221258,0.217
1679065835089918204,0.223
1679065835097615150,0.25
1679065835105312096,0.248
1679065835113009042,0.21
1679065835120705988,0.20600000000000002
1679065835128402934,0.231
1679065835136099880,0.229
1679065835143796826,0.217
1679065835151493772,0.185
1679065835159190732,0.129
1679065835166888026,0.17500000000000002
1679065835174585320,0.496
1679065835182282614,1.079
1679065835189979908,1.5210000000000001
1679065835197677202,1.129
1679065835205374496,-0.05
1679065835213071790,-0.647
1679065835220769084,-0.194
1679065835228466378,0.108
1679065835236163672,-0.048
1679065835243860966,-0.062
1679065835251558260,0.02
1679065835259255554,0.006
1679065835266952848,-0.002
1679065835274650142,0.025
1679065835282347436,0.045
1679065835290044730,0.058
1679065835297742024,0.06
1679065835305439318,0.08700000000000001
1679065835313136612,0.135
1679065835320833906,0.139
1679065835328531200,0.129
1679065835336228494,0.16
1679065835343925788,0.2
1679065835351623082,0.21
1679065835359320376,0.189
1679065835367017670,0.166
1679065835374714964,0.181
1679065835382412258,0.212
1679065835390109552,0.223
