Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,6.2008438110351562,19.622093200683594
0.099999999999999992,5.2810440063476562,
0.19999999999999998,4.233489990234375,
0.29999999999999999,4.0290908813476562,
0.39999999999999997,3.8911209106445312,
0.5,3.811920166015625,
0.59999999999999998,3.7429351806640625,
0.69999999999999996,3.6713943481445312,
0.79999999999999993,3.6254043579101562,
0.89999999999999991,3.5640792846679688,
1,3.5155410766601562,
1.0999999999999999,3.4823226928710938,
1.2,3.4823226928710938,
1.3,3.6713943481445312,
1.3999999999999999,4.0214309692382812,
1.5,4.445556640625,
1.5999999999999999,4.9642257690429688,
1.7,5.5007705688476562,
1.7999999999999998,6.0245437622070312,
1.8999999999999999,6.5559844970703125,
2,6.8855819702148438,
2.1000000000000001,6.900909423828125,
2.1999999999999997,6.6275253295898438,
2.2999999999999998,6.1497421264648438,
2.3999999999999999,5.71539306640625,
2.5,5.3909072875976562,
2.6000000000000001,5.1072998046875,
2.6999999999999997,4.8058090209960938,
2.7999999999999998,4.5273208618164062,
2.8999999999999999,4.2820358276367188,
3,4.07763671875,
3.0999999999999996,3.9728851318359375,
3.1999999999999997,3.939666748046875,
3.2999999999999998,3.9166717529296875,
3.3999999999999999,3.8860092163085938,
3.5,3.8630142211914062,
3.5999999999999996,3.9064559936523438,
3.6999999999999997,3.9268951416015625,
3.7999999999999998,3.9090042114257812,
3.8999999999999999,3.921783447265625,
4,3.8987884521484375,
4.0999999999999996,3.8527984619140625,
4.2000000000000002,3.8681259155273438,
4.2999999999999998,3.9090042114257812,
4.3999999999999995,3.8502426147460938,
4.5,3.7429351806640625,
4.5999999999999996,3.7122726440429688,
4.7000000000000002,3.7301559448242188,
4.7999999999999998,3.7480392456054688,
4.8999999999999995,3.8553543090820312,
5,4.1670608520507812,
5.0999999999999996,4.555419921875,
5.2000000000000002,4.9412307739257812,
5.2999999999999998,5.4062347412109375,
5.3999999999999995,5.871246337890625,
5.5,6.2698287963867188,
5.5999999999999996,6.6224212646484375,
5.7000000000000002,6.9366836547851562,
5.7999999999999998,7.02099609375,
5.8999999999999995,6.6760711669921875,
6,6.1267471313476562,
6.0999999999999996,5.5748672485351562,
6.1999999999999993,5.0178756713867188,
6.2999999999999998,4.5145416259765625,
6.3999999999999995,4.1364059448242188,
6.5,3.6969451904296875,
6.5999999999999996,3.5206451416015625,
6.6999999999999993,3.571746826171875,
6.7999999999999998,3.4925460815429688,
6.8999999999999995,3.2881393432617188,
7,3.1092910766601562,
7.0999999999999996,3.0684127807617188,
7.1999999999999993,3.0581893920898438,
7.2999999999999998,3.0505294799804688,
7.3999999999999995,3.168060302734375,
7.5,3.3009185791015625,
7.5999999999999996,3.3341293334960938,
7.6999999999999993,3.3647918701171875,
7.7999999999999998,3.5691909790039062,
7.8999999999999995,3.9524459838867188,
8,4.3510208129882812,
