Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,3.0581893920898438,20.31602668762207
0.099999999999999992,2.6493911743164062,
0.19999999999999998,2.1971588134765625,
0.29999999999999999,2.0923995971679688,
0.39999999999999997,1.9953155517578125,
0.5,1.9595413208007812,
0.59999999999999998,1.9774246215820312,
0.69999999999999996,2.1997146606445312,
0.79999999999999993,2.8307952880859375,
0.89999999999999991,3.755706787109375,
1,4.7010574340820312,
1.0999999999999999,5.6642913818359375,
1.2,6.7348403930664062,
1.3,7.894805908203125,
1.3999999999999999,9.0317840576171875,
1.5,9.9694671630859375,
1.5999999999999999,10.184089660644531,
1.7,9.3332748413085938,
1.7999999999999998,8.096649169921875,
1.8999999999999999,7.22283935546875,
2,6.2877120971679688,
2.1000000000000001,5.5978622436523438,
2.1999999999999997,5.043426513671875,
2.2999999999999998,4.555419921875,
2.3999999999999999,4.141510009765625,
2.5,3.7863693237304688,
2.6000000000000001,3.497650146484375,
2.6999999999999997,3.3060302734375,
2.7999999999999998,3.1322860717773438,
2.8999999999999999,2.8563461303710938,
3,2.5676345825195312,
3.0999999999999996,2.4066696166992188,
3.1999999999999997,2.3606796264648438,
3.2999999999999998,2.4092254638671875,
3.3999999999999999,2.6187362670898438,
3.5,2.7567062377929688,
3.5999999999999996,2.6417312622070312,
3.6999999999999997,2.4424362182617188,
3.7999999999999998,2.3504562377929688,
3.8999999999999999,2.4143295288085938,
4,2.3708953857421875,
4.0999999999999996,2.2405929565429688,
4.2000000000000002,2.209930419921875,
4.2999999999999998,2.1946029663085938,
4.3999999999999995,2.174163818359375,
4.5,2.1716079711914062,
4.5999999999999996,2.192047119140625,
4.7000000000000002,2.1613845825195312,
4.7999999999999998,2.1077346801757812,
4.8999999999999995,2.0923995971679688,
5,2.0745162963867188,
5.0999999999999996,2.0975112915039062,
5.2000000000000002,2.2150421142578125,
5.2999999999999998,2.1869354248046875,
5.3999999999999995,2.0106430053710938,
5.5,1.898223876953125,
5.5999999999999996,1.842010498046875,
5.7000000000000002,1.88800048828125,
5.7999999999999998,2.174163818359375,
5.8999999999999995,2.7132644653320312,
6,3.3162460327148438,
6.0999999999999996,3.9141159057617188,
6.1999999999999993,4.4966583251953125,
6.2999999999999998,4.9846649169921875,
6.3999999999999995,5.34747314453125,
6.5,5.3423614501953125,
6.5999999999999996,4.9386749267578125,
6.6999999999999993,4.4762191772460938,
6.7999999999999998,4.0418701171875,
6.8999999999999995,3.6432876586914062,
7,3.405670166015625,
7.0999999999999996,3.06585693359375,
7.1999999999999993,2.6826095581054688,
7.2999999999999998,2.4296646118164062,
7.3999999999999995,2.238037109375,
7.5,2.0847396850585938,
7.5999999999999996,2.03619384765625,
7.6999999999999993,2.0234146118164062,
7.7999999999999998,2.0004196166992188,
7.8999999999999995,1.9850921630859375,
8,2.0106430053710938,
8.0999999999999996,1.9825363159179688,
8.1999999999999993,1.916107177734375,
8.2999999999999989,1.9109954833984375,
8.4000000000000004,1.9365463256835938,
8.5,1.9544296264648438,
8.5999999999999996,1.96209716796875,
8.6999999999999993,2.0004196166992188,
8.7999999999999989,2.0055313110351562,
8.9000000000000004,1.9876480102539062,
9,2.1971588134765625,
9.0999999999999996,2.634063720703125,
9.1999999999999993,3.1271743774414062,
9.2999999999999989,3.6356201171875,
9.4000000000000004,4.1440658569335938,
9.5,4.68572998046875,
9.5999999999999996,5.227386474609375,
9.6999999999999993,5.651519775390625,
9.7999999999999989,5.9427871704101562,
9.9000000000000004,6.0041046142578125,
10,5.7077255249023438,7.2639222145080566
10.1,5.227386474609375,
10.199999999999999,4.7393798828125,
10.299999999999999,4.2692642211914062,
10.4,3.8246917724609375,
10.5,3.35968017578125,
10.6,2.9381103515625,
10.699999999999999,2.6953811645507812,
10.799999999999999,2.4245529174804688,
10.9,2.1971588134765625,
11,2.0438613891601562,
11.1,1.9442138671875,
11.199999999999999,1.9109954833984375,
11.299999999999999,1.9237747192382812,
11.4,1.8701171875,
11.5,1.7806930541992188,
11.6,1.7628097534179688,
11.699999999999999,1.7832489013671875,
11.799999999999999,1.8036880493164062,
11.899999999999999,1.806243896484375,
12,1.8164596557617188,
12.1,1.8496780395507812,
12.199999999999999,1.9109954833984375,
12.299999999999999,1.8854446411132812,
12.399999999999999,1.8011322021484375,
12.5,1.7806930541992188,
12.6,1.7960205078125,
12.699999999999999,1.8190155029296875,
12.799999999999999,1.8317947387695312,
12.899999999999999,1.9007797241210938,
13,2.1997146606445312,
13.1,2.7388153076171875,
13.199999999999999,3.3111343383789062,
13.299999999999999,3.9013442993164062,
13.399999999999999,4.5298690795898438,
13.5,5.025543212890625,
13.6,5.0970840454101562,
13.699999999999999,4.6985015869140625,
13.799999999999999,4.179840087890625,
13.899999999999999,3.6713943481445312,
14,3.1450653076171875,
14.1,2.6289520263671875,
14.199999999999999,2.2431488037109375,
14.299999999999999,2.0413055419921875,
14.399999999999999,1.9467697143554688,
14.5,1.8956680297851562,
14.6,1.8496780395507812,
14.699999999999999,1.8139114379882812,
14.799999999999999,1.8113555908203125,
14.899999999999999,1.85223388671875,
15,1.8394546508789062,
15.1,1.7679214477539062,
15.199999999999999,1.7449264526367188,
15.299999999999999,1.7628097534179688,
15.399999999999999,1.7832489013671875,
15.5,1.7806930541992188,
15.6,1.7755813598632812,
15.699999999999999,1.7960205078125,
15.799999999999999,1.8471221923828125,
15.899999999999999,1.8599014282226562,
16,1.8011322021484375,
16.099999999999998,1.7525863647460938,
16.199999999999999,1.76025390625,
16.300000000000001,1.8343505859375,
16.399999999999999,2.0055313110351562,
16.5,2.3198013305664062,
16.599999999999998,2.7337112426757812,
16.699999999999999,3.2166061401367188,
16.800000000000001,3.7429351806640625,
16.899999999999999,4.24371337890625,
17,4.72149658203125,
17.099999999999998,5.061309814453125,
17.199999999999999,4.951446533203125,
17.300000000000001,4.4123458862304688,
17.399999999999999,3.80169677734375,
17.5,3.3290252685546875,
17.599999999999998,3.0096511840820312,
17.699999999999999,2.7030487060546875,
17.800000000000001,2.3683395385742188,
17.899999999999999,2.11029052734375,
18,1.9595413208007812,
18.099999999999998,1.8828964233398438,
18.199999999999999,1.8343505859375,
18.300000000000001,1.8011322021484375,
18.399999999999999,1.788360595703125,
18.5,1.8113555908203125,
18.599999999999998,1.8215713500976562,
18.699999999999999,1.7730255126953125,
18.800000000000001,1.7244796752929688,
18.899999999999999,1.7168197631835938,
19,1.74237060546875,
19.099999999999998,1.8113555908203125,
19.199999999999999,2.0208663940429688,
19.300000000000001,2.4449920654296875,
19.399999999999999,3.0147552490234375,
19.5,3.61773681640625,
19.599999999999998,4.1670608520507812,
19.699999999999999,4.6806182861328125,
19.800000000000001,5.1456298828125,
19.899999999999999,5.4317855834960938,
20,5.337249755859375,7.2639222145080566
20.099999999999998,4.86968994140625,
20.199999999999999,4.307586669921875,
20.300000000000001,3.8170242309570312,
20.399999999999999,3.4593276977539062,
20.5,3.1016311645507812,
20.599999999999998,2.6826095581054688,
20.699999999999999,2.340240478515625,
20.800000000000001,2.1077346801757812,
20.899999999999999,1.9672088623046875,
21,1.880340576171875,
21.099999999999998,1.8292388916015625,
21.199999999999999,1.8113555908203125,
21.300000000000001,1.8343505859375,
21.399999999999999,1.8113555908203125,
21.5,1.7347030639648438,
21.599999999999998,1.6887130737304688,
21.699999999999999,1.6810455322265625,
21.800000000000001,1.6912689208984375,
21.899999999999999,1.6836013793945312,
22,1.6733856201171875,
22.099999999999998,1.696380615234375,
22.199999999999999,1.76025390625,
22.300000000000001,1.7858047485351562,
22.399999999999999,1.7270355224609375,
22.5,1.6759414672851562,
22.599999999999998,1.6708297729492188,
22.699999999999999,1.6810455322265625,
22.800000000000001,1.7117080688476562,
22.899999999999999,1.8573455810546875,
23,2.2635879516601562,
23.099999999999998,2.8282394409179688,
23.199999999999999,3.4414443969726562,
23.300000000000001,4.0060958862304688,
23.399999999999999,4.53753662109375,
23.5,5.0766448974609375,
23.599999999999998,5.5901947021484375,
23.699999999999999,5.89935302734375,
23.799999999999997,5.6438522338867188,
23.899999999999999,4.97955322265625,
24,4.3663558959960938,
24.099999999999998,3.8553543090820312,
24.199999999999999,3.3622360229492188,
24.299999999999997,2.8946762084960938,
24.399999999999999,2.5063095092773438,
24.5,2.2073745727539062,
24.599999999999998,2.008087158203125,
24.699999999999999,1.88800048828125,
24.799999999999997,1.8190155029296875,
24.899999999999999,1.7934646606445312,
25,1.8139114379882812,
25.099999999999998,1.77813720703125,
25.199999999999999,1.6861572265625,
25.299999999999997,1.650390625,
25.399999999999999,1.6606063842773438,
25.5,1.6836013793945312,
25.599999999999998,1.6861572265625,
25.699999999999999,1.6810455322265625,
25.799999999999997,1.7014846801757812,
25.899999999999999,1.7704696655273438,
26,1.9212188720703125,
26.099999999999998,2.1537246704101562,
26.199999999999999,2.5267562866210938,
26.299999999999997,3.0556411743164062,
26.399999999999999,3.6305160522460938,
26.5,4.16961669921875,
26.599999999999998,4.6499557495117188,
26.699999999999999,5.1098556518554688,
26.799999999999997,5.45733642578125,
26.899999999999999,5.3806838989257812,
27,4.97955322265625,
27.099999999999998,4.3893508911132812,
27.199999999999999,3.8706817626953125,
27.299999999999997,3.3111343383789062,
27.399999999999999,2.7515945434570312,
27.5,2.3198013305664062,
27.599999999999998,2.0489654541015625,
27.699999999999999,1.8956680297851562,
27.799999999999997,1.8445663452148438,
27.899999999999999,1.8011322021484375,
28,1.70404052734375,
28.099999999999998,1.622283935546875,
28.199999999999999,1.5992889404296875,
28.299999999999997,1.6146163940429688,
28.399999999999999,1.6248397827148438,
28.5,1.6478347778320312,
28.599999999999998,1.6784896850585938,
28.699999999999999,1.732147216796875,
28.799999999999997,1.8599014282226562,
28.899999999999999,2.192047119140625,
29,2.7464828491210938,
29.099999999999998,3.35968017578125,
29.199999999999999,3.9626617431640625,
29.299999999999997,4.5528640747070312,
29.399999999999999,5.1277389526367188,
29.5,5.6464080810546875,
29.599999999999998,5.9555587768554688,
29.699999999999999,5.7358322143554688,
29.799999999999997,5.0357589721679688,
29.899999999999999,4.2845916748046875,
30,3.6305160522460938,4.2979941368103027
30.099999999999998,3.0224227905273438,
30.199999999999999,2.5114212036132812,
30.299999999999997,2.1869354248046875,
30.399999999999999,2.0413055419921875,
30.5,1.972320556640625,
30.599999999999998,1.8496780395507812,
30.699999999999999,1.7193756103515625,
30.799999999999997,1.6708297729492188,
