time,ecg,hr,rr,marker
1681411038951752226,-0.014
1681411038959452516,-0.01
1681411038967152806,-0.024
1681411038974853096,-0.022
1681411038982553386,-0.027
1681411038990253676,-0.112
1681411038997953966,-0.201
1681411039005654256,-0.189
1681411039013354546,-0.137
1681411039021054836,-0.122
1681411039028755126,-0.112
1681411039036455416,-0.083
1681411039044155706,-0.054
1681411039051855996,-0.062
1681411039059556286,-0.126
1681411039067256576,-0.203
1681411039074956866,-0.234
1681411039082657156,-0.232
1681411039090357446,-0.224
1681411039098057736,-0.195
1681411039105758026,-0.16
1681411039113458316,-0.16,,748
1681411039121158606,-0.178
1681411039128858896,-0.079
1681411039136559186,0.32
1681411039144259476,0.856
1681411039151959766,0.9540000000000001
1681411039159660056,0.226
1681411039167360346,-0.661
1681411039175060636,-0.63
1681411039182760926,-0.106
1681411039190461216,-0.037
1681411039198161506,-0.153
1681411039205861796,-0.081
1681411039213562086,-0.039
1681411039221262376,-0.08700000000000001
1681411039228962666,-0.12
1681411039236662956,-0.151
1681411039244363246,-0.151
1681411039252063536,-0.112
1681411039259763826,-0.10300000000000001
1681411039267464116,-0.13
1681411039275164406,-0.11800000000000001
1681411039282864696,-0.076
1681411039290564986,-0.06
1681411039298265276,-0.058
1681411039305965566,-0.066
1681411039313665856,-0.101
1681411039321366146,-0.137
1681411039329066436,-0.155
1681411039336766726,-0.16
1681411039344467016,-0.145
1681411039352167306,-0.151
1681411039359867596,-0.18
1681411039367567886,-0.18
1681411039375268176,-0.164
1681411039382968466,-0.182
1681411039390668756,-0.187
1681411039398369046,-0.153
1681411039406069336,-0.149
1681411039413769626,-0.168
1681411039421469916,-0.168
1681411039429170206,-0.155
1681411039436870496,-0.158
1681411039444570786,-0.18
1681411039452271076,-0.199
1681411039459971366,-0.187
1681411039467671656,-0.168
1681411039475371946,-0.185
1681411039483072236,-0.212
1681411039490772526,-0.199
1681411039498472816,-0.187
1681411039506173106,-0.203
1681411039513873440,-0.185,82
1681411039521573312,-0.137
1681411039529273184,-0.126
1681411039536973056,-0.17200000000000001
1681411039544672928,-0.197
1681411039552372800,-0.137
1681411039560072672,-0.097
1681411039567772544,-0.195
