ts,red,ir,green
1679342873727769,188013.0,227088.0,11473.0
1679342873736769,188004.0,227117.0,11496.0
1679342873747769,188014.0,227108.0,11465.0
1679342873757768,188035.0,227096.0,11485.0
1679342873767768,188050.0,227118.0,11491.0
1679342873777768,188081.0,227116.0,11472.0
1679342873787768,188069.0,227112.0,11500.0
1679342873797769,188087.0,227086.0,11512.0
1679342873807769,188116.0,227070.0,11500.0
1679342873817769,188135.0,227130.0,11509.0
1679342873827769,188132.0,227147.0,11509.0
1679342873837769,188149.0,227153.0,11506.0
1679342873846769,188159.0,227108.0,11486.0
1679342873857769,188171.0,227176.0,11510.0
1679342873867769,188144.0,227115.0,11520.0
1679342873877769,188164.0,227160.0,11524.0
1679342873887769,188168.0,227141.0,11526.0
1679342873896769,188178.0,227136.0,11509.0
1679342873907769,188211.0,227155.0,11491.0
1679342873917769,188246.0,227180.0,11522.0
1679342873926769,188265.0,227171.0,11481.0
1679342873936769,188287.0,227151.0,11507.0
1679342873947769,188320.0,227147.0,11538.0
1679342873957769,188337.0,227173.0,11508.0
1679342873966769,188364.0,227174.0,11498.0
1679342873977769,188401.0,227185.0,11537.0
1679342873987769,188403.0,227194.0,11556.0
1679342873997769,188431.0,227203.0,11537.0
1679342874006769,188465.0,227205.0,11536.0
1679342874016769,188395.0,227234.0,11565.0
1679342874027769,188457.0,227233.0,11552.0
1679342874037769,188482.0,227231.0,11541.0
1679342874047769,188454.0,227158.0,11559.0
1679342874056769,188438.0,227183.0,11560.0
1679342874067769,188408.0,227188.0,11553.0
1679342874077769,188366.0,227139.0,11541.0
1679342874087769,188319.0,227153.0,11552.0
1679342874096769,188293.0,227151.0,11554.0
1679342874107769,188307.0,227121.0,11534.0
1679342874117769,188354.0,227136.0,11506.0
1679342874127769,188364.0,227119.0,11518.0
1679342874136769,188360.0,227133.0,11532.0
1679342874147769,188400.0,227154.0,11510.0
1679342874157769,188420.0,227147.0,11547.0
1679342874167769,188413.0,227171.0,11531.0
1679342874176769,188427.0,227200.0,11563.0
1679342874187769,188462.0,227204.0,11537.0
1679342874197769,188464.0,227222.0,11565.0
1679342874207769,188496.0,227211.0,11569.0
1679342874216769,188528.0,227218.0,11575.0
1679342874227769,188580.0,227196.0,11565.0
1679342874237769,188617.0,227240.0,11577.0
1679342874247769,188632.0,227271.0,11591.0
1679342874256769,188645.0,227191.0,11573.0
1679342874267769,188647.0,227253.0,11585.0
1679342874276769,188672.0,227279.0,11594.0
1679342874287769,188684.0,227303.0,11585.0
1679342874297769,188676.0,227288.0,11588.0
