Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,2.3095779418945312,16.589860916137695
0.099999999999999992,2.2635879516601562,
0.19999999999999998,2.2048263549804688,
0.29999999999999999,2.1843795776367188,
0.39999999999999997,2.1894912719726562,
0.5,2.2175979614257812,
0.59999999999999998,2.2916946411132812,
0.69999999999999996,2.4577713012695312,
0.79999999999999993,2.6851654052734375,
0.89999999999999991,2.9355545043945312,
1,3.2447052001953125,
1.0999999999999999,3.599853515625,
1.2,3.8783493041992188,
1.3,4.0853042602539062,
1.3999999999999999,4.2283859252929688,
1.5,4.2028350830078125,
1.5999999999999999,3.9779891967773438,
1.7,3.7224960327148438,
1.7999999999999998,3.489990234375,
1.8999999999999999,3.2753677368164062,
2,3.1603927612304688,
2.1000000000000001,3.0965194702148438,
2.1999999999999997,3.0070953369140625,
2.2999999999999998,2.8997802734375,
2.3999999999999999,2.8103561401367188,
2.5,2.7490386962890625,
2.6000000000000001,2.7158203125,
2.6999999999999997,2.743927001953125,
2.7999999999999998,2.8026962280273438,
2.8999999999999999,2.8435745239257812,
3,2.8716812133789062,
3.0999999999999996,2.8895645141601562,
3.1999999999999997,2.9304428100585938,
3.2999999999999998,3.0275344848632812,
3.3999999999999999,3.1936111450195312,
3.5,3.4644393920898438,
3.5999999999999996,3.8042526245117188,
3.6999999999999997,4.105743408203125,
3.7999999999999998,4.3152542114257812,
3.8999999999999999,4.5170974731445312,
4,4.8109207153320312,
4.0999999999999996,5.1021957397460938,
4.2000000000000002,5.2631607055664062,
4.2999999999999998,5.0689773559570312,
4.3999999999999995,4.64739990234375,
4.5,4.3433609008789062,
4.5999999999999996,4.1594009399414062,
4.7000000000000002,3.9090042114257812,
4.7999999999999998,3.7046051025390625,
4.8999999999999995,3.6100692749023438,
5,3.5155410766601562,
5.0999999999999996,3.3826751708984375,
5.2000000000000002,3.2114944458007812,
5.2999999999999998,3.0454177856445312,
5.3999999999999995,2.9483261108398438,
5.5,2.8691253662109375,
5.5999999999999996,2.7592544555664062,
5.7000000000000002,2.6545028686523438,
5.7999999999999998,2.5752944946289062,
5.8999999999999995,2.524200439453125,
6,2.467987060546875,
6.0999999999999996,2.4092254638671875,
6.1999999999999993,2.3708953857421875,
6.2999999999999998,2.3223495483398438,
6.3999999999999995,2.2686996459960938,
6.5,2.2584762573242188,
6.5999999999999996,2.29425048828125,
6.6999999999999993,2.3121337890625,
6.7999999999999998,2.3044662475585938,
6.8999999999999995,2.2814712524414062,
7,2.2508163452148438,
7.0999999999999996,2.2405929565429688,
7.1999999999999993,2.2329254150390625,
7.2999999999999998,2.22015380859375,
7.3999999999999995,2.2329254150390625,
7.5,2.2610321044921875,
7.5999999999999996,2.2891387939453125,
7.6999999999999993,2.3121337890625,
7.7999999999999998,2.3121337890625,
7.8999999999999995,2.2916946411132812,
8,2.2635879516601562,
8.0999999999999996,2.2227096557617188,
8.1999999999999993,2.1818313598632812,
8.2999999999999989,2.1588363647460938,
8.4000000000000004,2.1511688232421875,
8.5,2.14605712890625,
8.5999999999999996,2.1332855224609375,
8.6999999999999993,2.1077346801757812,
8.7999999999999989,2.0898513793945312,
8.9000000000000004,2.07196044921875,
9,2.064300537109375,
9.0999999999999996,2.0591888427734375,
9.1999999999999993,2.0566329956054688,
9.2999999999999989,2.1613845825195312,
9.4000000000000004,2.5165328979492188,
9.5,3.168060302734375,
9.5999999999999996,4.0750808715820312,
9.6999999999999993,5.0638656616210938,
9.7999999999999989,5.9938888549804688,
9.9000000000000004,6.9698944091796875,
10,7.8564834594726562,8.3333339691162109
10.1,8.4543533325195312,
10.199999999999999,8.5897674560546875,
10.299999999999999,7.8104934692382812,
10.4,6.681182861328125,
10.5,6.1267471313476562,
10.6,5.9683380126953125,
10.699999999999999,5.9504547119140625,
10.799999999999999,6.1318588256835938,
10.9,6.3975753784179688,
11,6.681182861328125,
11.1,6.9724502563476562,
11.199999999999999,7.0746536254882812,
11.299999999999999,7.2305068969726562,
11.4,7.4655685424804688,
11.5,7.51922607421875,
11.6,7.7593917846679688,
11.699999999999999,8.3163833618164062,
11.799999999999999,8.5872116088867188,
11.899999999999999,8.3777008056640625,
12,8.0276641845703125,
12.1,7.636749267578125,
12.199999999999999,7.2943801879882812,
12.299999999999999,7.0235519409179688,
12.399999999999999,6.8881378173828125,
12.5,6.9162445068359375,
12.6,7.0925369262695312,
12.699999999999999,7.4604568481445312,
12.799999999999999,7.8386001586914062,
12.899999999999999,7.8437042236328125,
13,7.5779876708984375,
13.1,8.49267578125,
13.199999999999999,9.8979263305664062,
13.299999999999999,9.9285888671875,
13.399999999999999,9.21063232421875,
13.5,8.538665771484375,
13.6,8.1196441650390625,
13.699999999999999,7.8564834594726562,
13.799999999999999,7.8692550659179688,
13.899999999999999,8.1911849975585938,
14,9.4278106689453125,
14.1,10.891822814941406,
14.199999999999999,11.441146850585938,
14.299999999999999,11.607223510742188,
14.399999999999999,11.655769348144531,
14.5,11.597000122070312,
14.6,11.512687683105469,
14.699999999999999,11.489692687988281,
14.799999999999999,11.530570983886719,
14.899999999999999,11.420707702636719,
15,11.121772766113281,
15.1,11.315956115722656,
15.199999999999999,11.760520935058594,
15.299999999999999,11.563789367675781,
15.399999999999999,10.996574401855469,
15.5,10.393600463867188,
15.6,9.91070556640625,
15.699999999999999,9.5248947143554688,
15.799999999999999,9.02667236328125,
15.899999999999999,8.428802490234375,
16,8.1911849975585938,
16.099999999999998,7.9280242919921875,
16.199999999999999,7.049102783203125,
16.300000000000001,6.0986404418945312,
16.399999999999999,5.3781356811523438,
16.5,4.5733108520507812,
16.599999999999998,3.9013442993164062,
16.699999999999999,3.5461959838867188,
16.800000000000001,3.0811843872070312,
16.899999999999999,2.4577713012695312,
17,2.0055313110351562,
17.099999999999998,1.7679214477539062,
17.199999999999999,1.6069564819335938,
17.300000000000001,1.4689865112304688,
17.399999999999999,1.3693389892578125,
17.5,1.290130615234375,
17.599999999999998,1.2569198608398438,
17.699999999999999,1.254364013671875,
17.800000000000001,1.2313690185546875,
17.899999999999999,1.2083740234375,
18,1.1955947875976562,
18.099999999999998,1.2007064819335938,
18.199999999999999,1.2083740234375,
18.300000000000001,1.2058181762695312,
18.399999999999999,1.1955947875976562,
18.5,1.198150634765625,
