ts,red,ir,green
1679064937796881,118171.0,134494.0,10436.0
1679064937804881,118137.0,134515.0,10422.0
1679064937814881,118106.0,134535.0,10429.0
1679064937824881,118162.0,134549.0,10414.0
1679064937835881,118208.0,134545.0,10425.0
1679064937844881,118239.0,134587.0,10433.0
1679064937854881,118265.0,134681.0,10431.0
1679064937864881,118264.0,134692.0,10434.0
1679064937874881,118278.0,134732.0,10430.0
1679064937884881,118300.0,134753.0,10441.0
1679064937894881,118327.0,134762.0,10439.0
1679064937904881,118355.0,134774.0,10433.0
1679064937914881,118380.0,134774.0,10411.0
1679064937924881,118378.0,134803.0,10392.0
1679064937934881,118371.0,134792.0,10404.0
1679064937944881,118400.0,134819.0,10423.0
1679064937954881,118368.0,134815.0,10416.0
1679064937964881,118401.0,134821.0,10395.0
1679064937974881,118388.0,134836.0,10423.0
1679064937984881,118393.0,134844.0,10411.0
1679064937994881,118373.0,134864.0,10407.0
1679064938004881,118400.0,134883.0,10454.0
1679064938014881,118370.0,134917.0,10424.0
1679064938024881,118360.0,134915.0,10431.0
1679064938034881,118344.0,134914.0,10409.0
1679064938044881,118367.0,134897.0,10417.0
1679064938054881,118386.0,134897.0,10416.0
1679064938064881,118384.0,134929.0,10418.0
1679064938074881,118421.0,134960.0,10426.0
1679064938085881,118470.0,135009.0,10434.0
1679064938094881,118475.0,134989.0,10426.0
1679064938104881,118465.0,135029.0,10430.0
1679064938114881,118490.0,135101.0,10424.0
1679064938125881,118500.0,135122.0,10427.0
1679064938133880,118510.0,135139.0,10421.0
1679064938144880,118507.0,135172.0,10416.0
1679064938154880,118534.0,135214.0,10418.0
1679064938165881,118547.0,135217.0,10423.0
1679064938174881,118548.0,135249.0,10415.0
1679064938183881,118581.0,135221.0,10424.0
1679064938194881,118604.0,135293.0,10400.0
1679064938204881,118620.0,135335.0,10423.0
1679064938214881,118639.0,135391.0,10425.0
1679064938223881,118652.0,135427.0,10416.0
1679064938234881,118654.0,135446.0,10438.0
1679064938244881,118627.0,135470.0,10419.0
1679064938254881,118658.0,135479.0,10421.0
1679064938263881,118641.0,135503.0,10420.0
1679064938274881,118626.0,135541.0,10416.0
1679064938284881,118679.0,135556.0,10409.0
1679064938294881,118678.0,135588.0,10407.0
1679064938303881,118652.0,135603.0,10404.0
1679064938314881,118657.0,135613.0,10395.0
1679064938324881,118668.0,135625.0,10378.0
1679064938334881,118673.0,135653.0,10368.0
1679064938343881,118674.0,135685.0,10371.0
1679064938354881,118687.0,135722.0,10362.0
1679064938364881,118642.0,135731.0,10404.0
1679064938375881,118689.0,135741.0,10399.0
1679064938384881,118702.0,135789.0,10388.0
1679064938393881,118694.0,135720.0,10382.0
1679064938404881,118698.0,135819.0,10389.0
1679064938415881,118686.0,135811.0,10379.0
1679064938423880,118662.0,135805.0,10378.0
1679064938434880,118617.0,135803.0,10372.0
1679064938444880,118597.0,135800.0,10369.0
1679064938455880,118590.0,135776.0,10374.0
1679064938463880,118621.0,135883.0,10365.0
1679064938474880,118653.0,135907.0,10378.0
1679064938484880,118708.0,135979.0,10376.0
1679064938494880,118750.0,135979.0,10388.0
1679064938503880,118801.0,136019.0,10385.0
1679064938514880,118822.0,136011.0,10393.0
1679064938524881,118860.0,136098.0,10400.0
1679064938534881,118937.0,136141.0,10406.0
1679064938544881,118964.0,136174.0,10389.0
1679064938553881,118901.0,136167.0,10416.0
1679064938564881,118915.0,136165.0,10415.0
1679064938574881,118937.0,136229.0,10419.0
1679064938585881,118995.0,136179.0,10413.0
1679064938593881,119000.0,136208.0,10413.0
1679064938604880,119015.0,136195.0,10413.0
1679064938614880,119018.0,136147.0,10413.0
1679064938625880,119005.0,136197.0,10416.0
1679064938633880,119016.0,136166.0,10418.0
1679064938644880,119027.0,136177.0,10418.0
1679064938654880,119043.0,136175.0,10396.0
1679064938665880,119017.0,136213.0,10410.0
1679064938673880,119018.0,136192.0,10409.0
1679064938684880,118982.0,136219.0,10413.0
1679064938694880,118979.0,136195.0,10402.0
1679064938704881,118962.0,136229.0,10403.0
1679064938713881,118998.0,136277.0,10396.0
1679064938724881,118939.0,136258.0,10399.0
1679064938734881,118935.0,136267.0,10377.0
1679064938744881,118924.0,136287.0,10388.0
1679064938753881,118912.0,136314.0,10383.0
1679064938763881,118865.0,136296.0,10369.0
1679064938774881,118841.0,136300.0,10372.0
1679064938784881,118840.0,136293.0,10373.0
1679064938794881,118857.0,136339.0,10364.0
1679064938804881,118842.0,136313.0,10366.0
1679064938814881,118847.0,136354.0,10358.0
1679064938824881,118852.0,136329.0,10369.0
1679064938834881,118856.0,136338.0,10371.0
1679064938843881,118847.0,136351.0,10360.0
1679064938854881,118874.0,136348.0,10355.0
1679064938864881,118855.0,136352.0,10363.0
1679064938875881,118847.0,136377.0,10362.0
1679064938883881,118887.0,136355.0,10360.0
1679064938893881,118880.0,136336.0,10356.0
1679064938905881,118819.0,136347.0,10376.0
1679064938914881,118865.0,136320.0,10349.0
1679064938924881,118833.0,136353.0,10363.0
1679064938933881,118805.0,136388.0,10362.0
1679064938944881,118852.0,136283.0,10344.0
1679064938954881,118859.0,136290.0,10347.0
1679064938963881,118848.0,136352.0,10333.0
1679064938973881,118873.0,136332.0,10343.0
1679064938983881,118875.0,136355.0,10362.0
1679064938994881,118899.0,136363.0,10351.0
1679064939003881,118904.0,136361.0,10353.0
1679064939013881,118937.0,136356.0,10358.0
1679064939023881,118926.0,136384.0,10362.0
1679064939034881,118949.0,136407.0,10350.0
1679064939044881,118938.0,136428.0,10343.0
1679064939053881,118935.0,136459.0,10329.0
1679064939063881,118917.0,136456.0,10351.0
1679064939074881,118877.0,136449.0,10335.0
1679064939084881,118810.0,136436.0,10331.0
1679064939093881,118830.0,136462.0,10344.0
1679064939104881,118844.0,136474.0,10345.0
1679064939114881,118888.0,136564.0,10322.0
1679064939124881,118932.0,136564.0,10351.0
1679064939133881,118962.0,136598.0,10364.0
1679064939143881,119022.0,136655.0,10330.0
1679064939153881,119040.0,136704.0,10357.0
1679064939164881,119069.0,136740.0,10346.0
1679064939173881,119097.0,136767.0,10337.0
1679064939183881,119147.0,136825.0,10332.0
