ts,red,ir,green
1679515469185462,158450.0,220002.0,9599.0
1679515469195462,158401.0,219991.0,9603.0
1679515469206462,158382.0,219943.0,9571.0
1679515469215462,158275.0,219832.0,9555.0
1679515469225462,158110.0,219716.0,9561.0
1679515469236462,157836.0,219418.0,9525.0
1679515469246461,157529.0,219190.0,9468.0
1679515469255462,157195.0,218899.0,9432.0
1679515469265462,156895.0,218656.0,9383.0
1679515469276461,156650.0,218446.0,9343.0
1679515469286461,156474.0,218328.0,9322.0
1679515469295462,156345.0,218214.0,9323.0
1679515469305462,156323.0,218212.0,9308.0
1679515469316461,156335.0,218211.0,9320.0
1679515469325461,156451.0,218307.0,9326.0
1679515469335461,156524.0,218347.0,9348.0
1679515469345461,156659.0,218471.0,9349.0
1679515469355461,156820.0,218648.0,9382.0
1679515469366461,156965.0,218766.0,9364.0
1679515469375461,157121.0,218900.0,9394.0
1679515469385461,157262.0,219015.0,9439.0
1679515469396461,157376.0,219118.0,9458.0
1679515469406461,157490.0,219238.0,9479.0
1679515469415461,157590.0,219292.0,9493.0
1679515469425461,157738.0,219429.0,9486.0
1679515469436461,157813.0,219453.0,9500.0
1679515469445461,157924.0,219548.0,9531.0
1679515469456461,157996.0,219614.0,9549.0
1679515469465461,158058.0,219682.0,9553.0
1679515469475461,158117.0,219731.0,9564.0
1679515469485461,158161.0,219739.0,9540.0
1679515469495461,158168.0,219765.0,9566.0
1679515469505461,158143.0,219724.0,9553.0
1679515469516461,158104.0,219681.0,9554.0
1679515469525462,158049.0,219699.0,9542.0
1679515469535462,157965.0,219563.0,9528.0
1679515469545462,157867.0,219521.0,9515.0
1679515469555462,157769.0,219480.0,9519.0
1679515469565461,157689.0,219378.0,9511.0
1679515469575461,157629.0,219354.0,9490.0
1679515469585461,157641.0,219308.0,9461.0
1679515469595461,157590.0,219305.0,9449.0
1679515469605461,157607.0,219285.0,9441.0
1679515469616461,157609.0,219280.0,9477.0
1679515469626461,157615.0,219348.0,9487.0
1679515469635461,157638.0,219316.0,9488.0
1679515469645461,157651.0,219331.0,9501.0
1679515469656461,157682.0,219362.0,9499.0
1679515469666461,157717.0,219362.0,9503.0
1679515469675461,157771.0,219389.0,9506.0
1679515469685461,157794.0,219431.0,9510.0
1679515469696462,157844.0,219457.0,9514.0
1679515469706462,157863.0,219502.0,9525.0
1679515469717461,157885.0,219549.0,9540.0
1679515469725461,157937.0,219530.0,9533.0
1679515469736461,157973.0,219626.0,9539.0
1679515469746461,158007.0,219674.0,9540.0
1679515469754461,158021.0,219625.0,9521.0
1679515469765461,158058.0,219661.0,9527.0
1679515469776461,158062.0,219687.0,9547.0
1679515469785461,158072.0,219706.0,9549.0
1679515469795461,158097.0,219720.0,9557.0
1679515469805461,158099.0,219668.0,9552.0
1679515469816461,158115.0,219721.0,9562.0
1679515469825461,158113.0,219737.0,9558.0
1679515469835461,158108.0,219691.0,9556.0
1679515469845461,158106.0,219718.0,9552.0
1679515469856461,158115.0,219728.0,9570.0
1679515469865461,158124.0,219742.0,9574.0
1679515469876462,158113.0,219683.0,9567.0
1679515469885462,158125.0,219665.0,9548.0
1679515469896462,158111.0,219723.0,9563.0
1679515469905462,158100.0,219720.0,9553.0
1679515469916462,158093.0,219710.0,9559.0
1679515469925462,158113.0,219670.0,9562.0
1679515469935462,158121.0,219737.0,9533.0
1679515469945462,158136.0,219742.0,9553.0
1679515469956462,158139.0,219734.0,9564.0
1679515469965462,158136.0,219745.0,9554.0
1679515469975462,158137.0,219754.0,9562.0
1679515469985462,158160.0,219707.0,9566.0
1679515469996461,158158.0,219749.0,9568.0
1679515470005462,158189.0,219733.0,9564.0
1679515470015462,158188.0,219746.0,9572.0
1679515470025462,158199.0,219757.0,9563.0
1679515470036461,158206.0,219821.0,9569.0
1679515470044461,158168.0,219829.0,9577.0
1679515470055462,158184.0,219825.0,9577.0
1679515470065461,158224.0,219828.0,9578.0
1679515470076461,158238.0,219859.0,9572.0
1679515470085461,158247.0,219818.0,9579.0
1679515470095461,158271.0,219867.0,9581.0
1679515470105461,158270.0,219871.0,9567.0
1679515470116461,158271.0,219850.0,9579.0
1679515470125461,158269.0,219841.0,9577.0
1679515470135461,158299.0,219897.0,9586.0
1679515470145461,158303.0,219889.0,9575.0
1679515470156461,158316.0,219915.0,9584.0
1679515470165461,158285.0,219907.0,9590.0
1679515470175461,158307.0,219909.0,9589.0
1679515470185461,158294.0,219908.0,9594.0
1679515470195461,158293.0,219898.0,9597.0
1679515470205461,158282.0,219894.0,9593.0
1679515470215461,158308.0,219895.0,9573.0
1679515470225461,158347.0,219905.0,9594.0
1679515470235462,158326.0,219915.0,9573.0
1679515470245462,158348.0,219904.0,9558.0
1679515470255462,158296.0,219915.0,9597.0
1679515470265462,158320.0,219900.0,9585.0
1679515470275462,158321.0,219910.0,9596.0
1679515470285462,158297.0,219933.0,9594.0
1679515470295462,158338.0,219930.0,9580.0
1679515470305462,158354.0,219921.0,9584.0
1679515470315461,158331.0,219936.0,9596.0
1679515470325461,158329.0,219925.0,9599.0
1679515470335461,158361.0,219925.0,9580.0
1679515470345461,158386.0,219919.0,9606.0
1679515470355461,158389.0,219935.0,9597.0
1679515470366461,158400.0,219946.0,9601.0
1679515470376461,158407.0,219954.0,9601.0
1679515470384461,158393.0,219926.0,9604.0
1679515470395461,158410.0,219954.0,9581.0
1679515470406461,158409.0,219944.0,9600.0
1679515470416462,158376.0,219915.0,9588.0
1679515470424461,158290.0,219842.0,9583.0
1679515470435461,158165.0,219719.0,9535.0
1679515470445461,157928.0,219503.0,9508.0
1679515470455461,157659.0,219267.0,9472.0
1679515470464461,157347.0,219041.0,9443.0
1679515470475461,157055.0,218766.0,9353.0
1679515470485461,156784.0,218548.0,9354.0
1679515470495461,156568.0,218376.0,9328.0
1679515470505461,156436.0,218257.0,9315.0
1679515470515461,156362.0,218191.0,9310.0
1679515470525461,156356.0,218204.0,9317.0
1679515470535461,156448.0,218307.0,9326.0
1679515470545461,156513.0,218335.0,9334.0
1679515470555461,156637.0,218447.0,9346.0
1679515470565461,156777.0,218583.0,9372.0
1679515470575461,156932.0,218735.0,9388.0
1679515470585461,157091.0,218880.0,9417.0
1679515470595461,157222.0,219001.0,9422.0
1679515470605461,157349.0,219090.0,9444.0
