Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,5.1584014892578125,10.997067451477051
0.099999999999999992,5.08941650390625,
0.19999999999999998,5.0510940551757812,
0.29999999999999999,5.0664215087890625,
0.39999999999999997,4.9846649169921875,
0.5,4.8645782470703125,
0.59999999999999998,4.59375,
0.69999999999999996,4.1006317138671875,
0.79999999999999993,3.8425750732421875,
0.89999999999999991,3.80169677734375,
1,3.8246917724609375,
1.0999999999999999,3.87579345703125,
1.2,3.7710342407226562,
1.3,3.6535110473632812,
1.3999999999999999,3.5640792846679688,
1.5,3.5155410766601562,
1.5999999999999999,3.50787353515625,
1.7,3.5283126831054688,
1.7999999999999998,3.5589752197265625,
1.8999999999999999,3.6407318115234375,
2,3.6765060424804688,
2.1000000000000001,3.6611709594726562,
2.1999999999999997,3.627960205078125,
2.2999999999999998,3.5615310668945312,
2.3999999999999999,3.5206451416015625,
2.5,3.4874343872070312,
2.6000000000000001,3.4465560913085938,
2.6999999999999997,3.4593276977539062,
2.7999999999999998,3.461883544921875,
2.8999999999999999,3.369903564453125,
3,3.2651443481445312,
3.0999999999999996,3.2753677368164062,
3.1999999999999997,3.3750152587890625,
3.2999999999999998,3.4644393920898438,
3.3999999999999999,3.535980224609375,
3.5,3.6305160522460938,
3.5999999999999996,3.7480392456054688,
3.6999999999999997,3.8451309204101562,
3.7999999999999998,3.9243392944335938,
3.8999999999999999,4.0239791870117188,
4,4.1082992553710938,
4.0999999999999996,4.1312942504882812,
4.2000000000000002,4.1287384033203125,
4.2999999999999998,4.13385009765625,
4.3999999999999995,4.1389541625976562,
4.5,4.1185150146484375,
4.5999999999999996,4.0623092651367188,
4.7000000000000002,4.013763427734375,
4.7999999999999998,3.9779891967773438,
4.8999999999999995,3.9473342895507812,
5,3.9371109008789062,
5.0999999999999996,3.9243392944335938,
5.2000000000000002,3.8962326049804688,
5.2999999999999998,3.8732376098632812,
5.3999999999999995,3.8604660034179688,
5.5,3.8604660034179688,
5.5999999999999996,3.865570068359375,
5.7000000000000002,3.865570068359375,
5.7999999999999998,3.847686767578125,
5.8999999999999995,3.8093643188476562,
6,3.7863693237304688,
6.0999999999999996,3.7863693237304688,
6.1999999999999993,3.80169677734375,
6.2999999999999998,3.8221359252929688,
6.3999999999999995,3.8604660034179688,
6.5,3.8885650634765625,
6.5999999999999996,3.8911209106445312,
6.6999999999999993,3.8860092163085938,
6.7999999999999998,3.8885650634765625,
6.8999999999999995,3.8885650634765625,
7,3.8809051513671875,
7.0999999999999996,3.8885650634765625,
7.1999999999999993,3.9090042114257812,
7.2999999999999998,3.9166717529296875,
7.3999999999999995,3.9064559936523438,
7.5,3.91156005859375,
7.5999999999999996,3.9422225952148438,
7.6999999999999993,3.9728851318359375,
7.7999999999999998,4.0290908813476562,
7.8999999999999995,4.0827484130859375,
8,4.087860107421875,
8.0999999999999996,4.0571975708007812,
8.1999999999999993,4.0214309692382812,
8.2999999999999989,4.0060958862304688,
8.4000000000000004,4.0367584228515625,
8.5,4.0980758666992188,
8.5999999999999996,4.1389541625976562,
8.6999999999999993,4.1645050048828125,
8.7999999999999989,4.1568450927734375,
8.9000000000000004,4.1134109497070312,
9,4.0699691772460938,
9.0999999999999996,4.049530029296875,
9.1999999999999993,4.0648651123046875,
9.2999999999999989,4.087860107421875,
9.4000000000000004,4.1108551025390625,
9.5,4.1287384033203125,
9.5999999999999996,4.123626708984375,
9.6999999999999993,4.1006317138671875,
9.7999999999999989,4.0929641723632812,
9.9000000000000004,4.087860107421875,
10,4.0725250244140625,3.9370076656341553
10.1,4.0801925659179688,
10.199999999999999,4.0929641723632812,
10.299999999999999,4.1031875610351562,
10.4,4.13385009765625,
10.5,4.1721725463867188,
10.6,4.2360458374023438,
10.699999999999999,4.2999191284179688,
10.799999999999999,4.3203659057617188,
10.9,4.3382492065429688,
